response,contrast,Matrix,Recombination,Map_type,QTL,H2,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,4 - 5,CV,2X,Chr,200,2,DV,0.0515149139348394,0.00628011413484605,Inf,8.20286269146002,6.0063065632221e-14
Genetic variance,1 - 2,GW,2X,Chr,200,2,DV,-0.0241481779328505,0.00628011413484609,Inf,-3.84518137956458,0.00113894329397846
Genetic variance,1 - 3,GW,2X,Chr,200,2,DV,-0.0681792901232141,0.00628011413484609,Inf,-10.8563775529033,5.11812814352197e-14
Genetic variance,1 - 4,GW,2X,Chr,200,2,DV,-0.0704457851624756,0.00628011413484605,Inf,-11.2172778471649,1.11022302462516e-14
Genetic variance,2 - 3,GW,2X,Chr,200,2,DV,-0.0440311121903636,0.00628011413484612,Inf,-7.01119617333874,2.36631825245581e-11
Genetic variance,2 - 4,GW,2X,Chr,200,2,DV,-0.0462976072296251,0.00628011413484608,Inf,-7.37209646760023,1.71329617160154e-12
Genetic variance,3 - 5,GW,2X,Chr,200,2,DV,0.0554557063689297,0.00628011413484608,Inf,8.8303660058065,3.77475828372553e-14
Genetic variance,4 - 5,GW,2X,Chr,200,2,DV,0.0577222014081912,0.00628011413484604,Inf,9.19126630006801,5.82867087928207e-14
Genetic variance,1 - 2,CV,20X,Peri,200,2,DV,-0.0295662721474129,0.00628011413484592,Inf,-4.70791955569105,2.4672947112947e-05
Genetic variance,1 - 3,CV,20X,Peri,200,2,DV,-0.0789888332303024,0.00628011413484597,Inf,-12.5776110965919,0
Genetic variance,1 - 4,CV,20X,Peri,200,2,DV,-0.103108603912809,0.00628011413484598,Inf,-16.4182691108587,0
Genetic variance,2 - 3,CV,20X,Peri,200,2,DV,-0.0494225610828895,0.00628011413484604,Inf,-7.86969154090081,1.08801856413265e-13
Genetic variance,2 - 4,CV,20X,Peri,200,2,DV,-0.0735423317653958,0.00628011413484605,Inf,-11.7103495551675,0
Genetic variance,3 - 4,CV,20X,Peri,200,2,DV,-0.0241197706825063,0.00628011413484609,Inf,-3.8406580142667,0.00115970556085199
Genetic variance,3 - 5,CV,20X,Peri,200,2,DV,0.0652457127054161,0.00628011413484609,Inf,10.389255880461,4.35207425653061e-14
Genetic variance,4 - 5,CV,20X,Peri,200,2,DV,0.0893654833879223,0.00628011413484608,Inf,14.2299138947278,0
Genetic variance,1 - 2,GW,20X,Peri,200,2,DV,-0.0360562220081376,0.00628011413484606,Inf,-5.74133228058306,9.37450579385768e-08
Genetic variance,1 - 3,GW,20X,Peri,200,2,DV,-0.0711339908130707,0.00628011413484607,Inf,-11.3268627425693,0
Genetic variance,1 - 4,GW,20X,Peri,200,2,DV,-0.119789537990367,0.00628011413484603,Inf,-19.0744205309421,0
Genetic variance,1 - 5,GW,20X,Peri,200,2,DV,-0.0358022360533926,0.00628011413484606,Inf,-5.70088939223876,1.18922783953757e-07
Genetic variance,2 - 3,GW,20X,Peri,200,2,DV,-0.0350777688049331,0.00628011413484608,Inf,-5.58553046198624,2.32343531747503e-07
Genetic variance,2 - 4,GW,20X,Peri,200,2,DV,-0.0837333159822294,0.00628011413484605,Inf,-13.333088250359,0
Genetic variance,3 - 4,GW,20X,Peri,200,2,DV,-0.0486555471772963,0.00628011413484606,Inf,-7.74755778837273,1.22790666523542e-13
Genetic variance,3 - 5,GW,20X,Peri,200,2,DV,0.0353317547596781,0.00628011413484607,Inf,5.62597335033055,1.83994384617137e-07
Genetic variance,4 - 5,GW,20X,Peri,200,2,DV,0.0839873019369744,0.00628011413484604,Inf,13.3735311387033,0
Genetic variance,1 - 2,CV,2X,Peri,200,2,DV,-0.0356039347449582,0.00628011413484607,Inf,-5.66931332464246,1.43035974509154e-07
Genetic variance,1 - 3,CV,2X,Peri,200,2,DV,-0.0517643561540972,0.0062801141348461,Inf,-8.24258206819449,5.76205749780456e-14
Genetic variance,1 - 4,CV,2X,Peri,200,2,DV,-0.072208211137834,0.00628011413484608,Inf,-11.4979138256703,0
Genetic variance,2 - 4,CV,2X,Peri,200,2,DV,-0.0366042763928758,0.00628011413484606,Inf,-5.82860050102784,5.57999667583076e-08
Genetic variance,2 - 5,CV,2X,Peri,200,2,DV,0.0289711845542977,0.00628011413484608,Inf,4.61316210696666,3.90022583742766e-05
Genetic variance,3 - 4,CV,2X,Peri,200,2,DV,-0.0204438549837368,0.00628011413484609,Inf,-3.25533175747575,0.00997835052120366
Genetic variance,3 - 5,CV,2X,Peri,200,2,DV,0.0451316059634366,0.0062801141348461,Inf,7.18643085051871,6.68576305429269e-12
Genetic variance,4 - 5,CV,2X,Peri,200,2,DV,0.0655754609471735,0.00628011413484606,Inf,10.4417626079945,4.98490138056695e-14
Genetic variance,1 - 2,GW,2X,Peri,200,2,DV,-0.030238234649913,0.00628011413484608,Inf,-4.81491800955209,1.45534837332484e-05
Genetic variance,1 - 3,GW,2X,Peri,200,2,DV,-0.0639061425658184,0.00628011413484608,Inf,-10.1759524100408,4.6074255521944e-14
Genetic variance,1 - 4,GW,2X,Peri,200,2,DV,-0.0842751404480656,0.00628011413484602,Inf,-13.4193644635301,0
Genetic variance,1 - 5,GW,2X,Peri,200,2,DV,-0.0216674514133168,0.00628011413484604,Inf,-3.45016841224145,0.00508037719076837
Genetic variance,2 - 3,GW,2X,Peri,200,2,DV,-0.0336679079159054,0.00628011413484609,Inf,-5.36103440048873,8.23911573633041e-07
Genetic variance,2 - 4,GW,2X,Peri,200,2,DV,-0.0540369057981525,0.00628011413484605,Inf,-8.6044464539779,4.42978986825437e-14
Genetic variance,3 - 4,GW,2X,Peri,200,2,DV,-0.0203689978822471,0.00628011413484606,Inf,-3.24341205348912,0.0103848270345587
Genetic variance,3 - 5,GW,2X,Peri,200,2,DV,0.0422386911525016,0.00628011413484608,Inf,6.72578399779941,1.74645742312407e-10
Genetic variance,4 - 5,GW,2X,Peri,200,2,DV,0.0626076890347487,0.00628011413484595,Inf,9.96919605128872,4.10782519111308e-14
Genetic variance,1 - 3,CV,20X,WT,200,2,DV,-0.0484161300547109,0.00628011413484607,Inf,-7.70943473559936,1.5665246877461e-13
Genetic variance,1 - 4,CV,20X,WT,200,2,DV,-0.0608805600406407,0.00628011413484603,Inf,-9.69418050905111,6.07291994469961e-14
Genetic variance,2 - 3,CV,20X,WT,200,2,DV,-0.0313612536767313,0.00628011413484606,Inf,-4.99373944538987,5.87162083764969e-06
Genetic variance,2 - 4,CV,20X,WT,200,2,DV,-0.0438256836626612,0.00628011413484605,Inf,-6.97848521884157,2.98707725221448e-11
Genetic variance,3 - 5,CV,20X,WT,200,2,DV,0.0472782639896249,0.00628011413484606,Inf,7.5282491646601,5.46451772720502e-13
Genetic variance,4 - 5,CV,20X,WT,200,2,DV,0.0597426939755548,0.00628011413484604,Inf,9.51299493811181,4.14113188185183e-14
Genetic variance,1 - 2,GW,20X,WT,200,2,DV,-0.0213376997868519,0.00628011413484606,Inf,-3.3976611457516,0.00611919311560805
Genetic variance,1 - 3,GW,20X,WT,200,2,DV,-0.0453622821690004,0.00628011413484609,Inf,-7.22316206282007,5.11435338523825e-12
Genetic variance,1 - 4,GW,20X,WT,200,2,DV,-0.0631409795741022,0.00628011413484605,Inf,-10.0541133836654,5.6399329650958e-14
Genetic variance,2 - 3,GW,20X,WT,200,2,DV,-0.0240245823821485,0.00628011413484607,Inf,-3.8255009170685,0.00123188142263875
Genetic variance,2 - 4,GW,20X,WT,200,2,DV,-0.0418032797872503,0.00628011413484603,Inf,-6.65645223791386,2.80476308844868e-10
Genetic variance,3 - 4,GW,20X,WT,200,2,DV,-0.0177786974051018,0.00628011413484606,Inf,-2.83095132084532,0.0374242014253069
Genetic variance,3 - 5,GW,20X,WT,200,2,DV,0.0343037475999346,0.00628011413484606,Inf,5.46228091772976,4.68396126218629e-07
Genetic variance,4 - 5,GW,20X,WT,200,2,DV,0.0520824450050364,0.00628011413484602,Inf,8.29323223857513,5.56221735337203e-14
Genetic variance,1 - 2,CV,2X,WT,200,2,DV,-0.0216906201936124,0.0062801141348461,Inf,-3.45385764141751,0.00501382992787836
Genetic variance,1 - 3,CV,2X,WT,200,2,DV,-0.0485933722703067,0.00628011413484611,Inf,-7.73765750540735,1.30562227695918e-13
Genetic variance,1 - 4,CV,2X,WT,200,2,DV,-0.0601051545701967,0.00628011413484607,Inf,-9.57071054436655,3.8746783559418e-14
Genetic variance,2 - 3,CV,2X,WT,200,2,DV,-0.0269027520766944,0.0062801141348461,Inf,-4.28379986398984,0.000178532458551151
Genetic variance,2 - 4,CV,2X,WT,200,2,DV,-0.0384145343765844,0.00628011413484609,Inf,-6.11685290294901,9.53544621040692e-09
Genetic variance,3 - 5,CV,2X,WT,200,2,DV,0.0395134301049825,0.00628011413484608,Inf,6.29183311904106,3.13546522079378e-09
Genetic variance,4 - 5,CV,2X,WT,200,2,DV,0.0510252124048725,0.00628011413484605,Inf,8.12488615800027,6.61692922676593e-14
Genetic variance,1 - 2,GW,2X,WT,200,2,DV,-0.0250030719983609,0.00628011413484607,Inf,-3.98130853380959,0.000654674108466313
Genetic variance,1 - 3,GW,2X,WT,200,2,DV,-0.0586848883161711,0.00628011413484611,Inf,-9.34455760772715,4.9737991503207e-14
Genetic variance,1 - 4,GW,2X,WT,200,2,DV,-0.077450181187685,0.00628011413484607,Inf,-12.3326072623334,0
Genetic variance,2 - 3,GW,2X,WT,200,2,DV,-0.0336818163178102,0.00628011413484609,Inf,-5.3632490739176,8.13884027950351e-07
Genetic variance,2 - 4,GW,2X,WT,200,2,DV,-0.0524471091893241,0.00628011413484607,Inf,-8.35129872852376,5.28466159721575e-14
Genetic variance,3 - 4,GW,2X,WT,200,2,DV,-0.0187652928715139,0.00628011413484614,Inf,-2.9880496546061,0.0235031980642936
Genetic variance,3 - 5,GW,2X,WT,200,2,DV,0.0474857924516922,0.00628011413484609,Inf,7.5612944975332,4.30211422042248e-13
Genetic variance,4 - 5,GW,2X,WT,200,2,DV,0.0662510853232061,0.00628011413484602,Inf,10.5493441521394,4.56301663120939e-14
Genetic variance,1 - 2,GW,20X,Chr,2,8,DV,-0.0282757531010304,0.00628011413484612,Inf,-4.50242662695225,6.58449211679013e-05
Genetic variance,1 - 3,GW,20X,Chr,2,8,DV,-0.0452707825632909,0.00628011413484616,Inf,-7.20859232670616,5.6878945997596e-12
Genetic variance,1 - 5,GW,20X,Chr,2,8,DV,-0.0322018759627522,0.00628011413484608,Inf,-5.12759406458484,2.91508687899622e-06
Genetic variance,2 - 4,GW,20X,Chr,2,8,DV,0.0182198669327367,0.00628011413484603,Inf,2.90119996890525,0.0305043677506498
Genetic variance,3 - 4,GW,20X,Chr,2,8,DV,0.0352148963949973,0.00628011413484604,Inf,5.60736566865924,2.04885469923255e-07
Genetic variance,4 - 5,GW,20X,Chr,2,8,DV,-0.0221459897944585,0.00628011413484602,Inf,-3.52636740653782,0.00385754804668848
Genetic variance,1 - 3,GW,2X,Chr,2,8,DV,-0.0194077248355801,0.00628011413484612,Inf,-3.09034587888993,0.0170961470550148
Genetic variance,1 - 5,GW,2X,Chr,2,8,DV,-0.0226154129072878,0.00628011413484606,Inf,-3.60111495136738,0.0029264646459044
Genetic variance,1 - 2,GW,20X,Peri,2,8,DV,-0.0292681230364503,0.00628011413484604,Inf,-4.66044444543647,3.10703988872785e-05
Genetic variance,1 - 3,GW,20X,Peri,2,8,DV,-0.0472363722129598,0.00628011413484607,Inf,-7.52157862081875,5.73652236823818e-13
Genetic variance,1 - 5,GW,20X,Peri,2,8,DV,-0.0358606179467853,0.00628011413484602,Inf,-5.7101857031241,1.12610313740547e-07
Genetic variance,2 - 3,GW,20X,Peri,2,8,DV,-0.0179682491765095,0.00628011413484609,Inf,-2.86113417538229,0.0343013786617652
Genetic variance,2 - 4,GW,20X,Peri,2,8,DV,0.0195912351081506,0.00628011413484602,Inf,3.11956672880291,0.0155760746841596
Genetic variance,3 - 4,GW,20X,Peri,2,8,DV,0.0375594842846601,0.00628011413484605,Inf,5.98070090418521,2.21907825448398e-08
Genetic variance,4 - 5,GW,20X,Peri,2,8,DV,-0.0261837300184856,0.00628011413484602,Inf,-4.16930798649053,0.00029520633686142
Genetic variance,1 - 2,GW,2X,Peri,2,8,DV,-0.0189178036524841,0.00628011413484608,Inf,-3.01233436945295,0.0218164990849521
Genetic variance,1 - 3,GW,2X,Peri,2,8,DV,-0.0229862742624097,0.00628011413484613,Inf,-3.66016823402413,0.0023426824549484
Genetic variance,1 - 5,GW,2X,Peri,2,8,DV,-0.0227434639890487,0.00628011413484604,Inf,-3.62150488043738,0.00271120893276011
Genetic variance,3 - 4,GW,2X,Peri,2,8,DV,0.0205679504500592,0.00628011413484608,Inf,3.27509182292326,0.00933598691092896
Genetic variance,4 - 5,GW,2X,Peri,2,8,DV,-0.0203251401766981,0.00628011413484601,Inf,-3.23642846933649,0.0106298397140028
Genetic variance,1 - 3,GW,20X,WT,2,8,DV,-0.0234622252457742,0.00628011413484612,Inf,-3.73595522979282,0.00175115381434787
Genetic variance,1 - 5,GW,20X,WT,2,8,DV,-0.0240909053546472,0.00628011413484605,Inf,-3.83606170801507,0.00118116423775594
Genetic variance,3 - 4,GW,20X,WT,2,8,DV,0.0202722819614624,0.00628011413484606,Inf,3.22801170905142,0.0109320337833844
Genetic variance,4 - 5,GW,20X,WT,2,8,DV,-0.0209009620703355,0.00628011413484603,Inf,-3.32811818727366,0.00779249265188875
Genetic variance,1 - 3,GW,2X,WT,2,8,DV,-0.0185902076304302,0.00628011413484614,Inf,-2.96017034583491,0.0255794335595029
Genetic variance,1 - 5,GW,2X,WT,2,8,DV,-0.0194061158358106,0.00628011413484607,Inf,-3.09008967339195,0.0171100371056225
Genetic variance,1 - 3,CV,20X,Chr,200,8,DV,-0.0347958658465124,0.0062801141348461,Inf,-5.54064227168143,3.00452776436089e-07
Genetic variance,1 - 4,CV,20X,Chr,200,8,DV,-0.0785115440812096,0.00628011413484609,Inf,-12.5016110209809,0
Genetic variance,2 - 3,CV,20X,Chr,200,8,DV,-0.0189280515814712,0.00628011413484606,Inf,-3.01396617562192,0.0217070726218497
Genetic variance,2 - 4,CV,20X,Chr,200,8,DV,-0.0626437298161684,0.00628011413484606,Inf,-9.97493492492139,4.06341627012807e-14
Genetic variance,3 - 4,CV,20X,Chr,200,8,DV,-0.0437156782346972,0.00628011413484606,Inf,-6.96096874929946,3.38268302257916e-11
Genetic variance,3 - 5,CV,20X,Chr,200,8,DV,0.0187000495376497,0.00628011413484606,Inf,2.97766077751516,0.0242589658954674
Genetic variance,4 - 5,CV,20X,Chr,200,8,DV,0.0624157277723469,0.00628011413484605,Inf,9.93862952681463,4.31876756579186e-14
Genetic variance,1 - 2,GW,20X,Chr,200,8,DV,-0.0206351851432268,0.00628011413484605,Inf,-3.28579778968184,0.00900376152042925
Genetic variance,1 - 3,GW,20X,Chr,200,8,DV,-0.0535754445133427,0.00628011413484608,Inf,-8.5309666931166,4.5852210917019e-14
Genetic variance,1 - 4,GW,20X,Chr,200,8,DV,-0.129883548635029,0.00628011413484605,Inf,-20.6817178551506,0
Genetic variance,1 - 5,GW,20X,Chr,200,8,DV,-0.0226794198115491,0.00628011413484605,Inf,-3.6113069483418,0.0028169703196359
Genetic variance,2 - 3,GW,20X,Chr,200,8,DV,-0.0329402593701159,0.00628011413484604,Inf,-5.24516890343481,1.55302276105829e-06
Genetic variance,2 - 4,GW,20X,Chr,200,8,DV,-0.109248363491802,0.00628011413484602,Inf,-17.3959200654688,0
Genetic variance,3 - 4,GW,20X,Chr,200,8,DV,-0.0763081041216865,0.00628011413484605,Inf,-12.150751162034,0
Genetic variance,3 - 5,GW,20X,Chr,200,8,DV,0.0308960247017936,0.00628011413484607,Inf,4.91965974477483,8.58503377254571e-06
Genetic variance,4 - 5,GW,20X,Chr,200,8,DV,0.10720412882348,0.00628011413484603,Inf,17.0704109068089,0
Genetic variance,1 - 3,CV,2X,Chr,200,8,DV,-0.0255524157663678,0.00628011413484602,Inf,-4.06878206633013,0.000454005973578253
Genetic variance,1 - 4,CV,2X,Chr,200,8,DV,-0.0526649968619014,0.00628011413484601,Inf,-8.38599358723164,5.21804821573824e-14
Genetic variance,2 - 4,CV,2X,Chr,200,8,DV,-0.0419237816890275,0.0062801141348461,Inf,-6.6756400901072,2.4612800686441e-10
Genetic variance,3 - 4,CV,2X,Chr,200,8,DV,-0.0271125810955336,0.00628011413484604,Inf,-4.31721152090149,0.000153773436123217
Genetic variance,4 - 5,CV,2X,Chr,200,8,DV,0.042814093239499,0.00628011413484604,Inf,6.81740686876045,9.27182775001256e-11
Genetic variance,1 - 3,GW,2X,Chr,200,8,DV,-0.0400833641635688,0.00628011413484606,Inf,-6.3825853006653,1.74037817490813e-09
Genetic variance,1 - 4,GW,2X,Chr,200,8,DV,-0.0726116438614603,0.00628011413484608,Inf,-11.5621535377143,0
Genetic variance,2 - 3,GW,2X,Chr,200,8,DV,-0.0278374774251831,0.00628011413484616,Inf,-4.43263877494243,9.10107198572874e-05
Genetic variance,2 - 4,GW,2X,Chr,200,8,DV,-0.0603657571230746,0.00628011413484617,Inf,-9.61220701199139,3.70814490224802e-14
Genetic variance,3 - 4,GW,2X,Chr,200,8,DV,-0.0325282796978915,0.00628011413484606,Inf,-5.17956823704906,2.21051671800421e-06
Genetic variance,3 - 5,GW,2X,Chr,200,8,DV,0.0269195584560804,0.00628011413484606,Inf,4.28647599041451,0.000176417784152783
Genetic variance,4 - 5,GW,2X,Chr,200,8,DV,0.0594478381539719,0.00628011413484609,Inf,9.46604422746353,4.30766533554561e-14
Genetic variance,1 - 2,CV,20X,Peri,200,8,DV,-0.0189593622651137,0.00628011413484604,Inf,-3.01895186266045,0.0213757222863391
Genetic variance,1 - 3,CV,20X,Peri,200,8,DV,-0.0391695493585295,0.00628011413484607,Inf,-6.23707603356951,4.45515213609582e-09
Genetic variance,1 - 4,CV,20X,Peri,200,8,DV,-0.0722601154577282,0.00628011413484607,Inf,-11.5061786945532,0
Genetic variance,1 - 5,CV,20X,Peri,200,8,DV,-0.0177604219795014,0.00628011413484608,Inf,-2.82804127411559,0.0377377746499572
Genetic variance,2 - 3,CV,20X,Peri,200,8,DV,-0.0202101870934158,0.00628011413484601,Inf,-3.2181241709091,0.0112968790520613
Genetic variance,2 - 4,CV,20X,Peri,200,8,DV,-0.0533007531926145,0.00628011413484605,Inf,-8.48722683189277,4.81836792687318e-14
Genetic variance,3 - 4,CV,20X,Peri,200,8,DV,-0.0330905660991986,0.00628011413484608,Inf,-5.26910266098367,1.36389969807027e-06
Genetic variance,3 - 5,CV,20X,Peri,200,8,DV,0.0214091273790281,0.00628011413484609,Inf,3.40903475945391,0.00587900769410465
