response,contrast,Recombination,QTL,H2,Repulsion,Matrix,estimate,SE,df,z.ratio,p.value
genetic variance,Chr - WT,2X,200,8,3,GW,0.0124518767003737,0.00526981271420884,Inf,2.36286892450657,0.0476233492227449
genetic variance,Chr - WT,20X,2,2,4,GW,0.0550928045363085,0.00526981271420885,Inf,10.4544141365334,2.85327317328665e-14
genetic variance,Peri - WT,20X,2,2,4,GW,0.050602672653493,0.00526981271420886,Inf,9.60236642130644,2.26485497023532e-14
genetic variance,Chr - WT,2X,2,2,4,GW,0.0201989344240013,0.00526981271420886,Inf,3.83295109701707,0.000372343442406442
genetic variance,Chr - Peri,20X,200,2,4,GW,0.0202796591798364,0.00526981271420887,Inf,3.84826943188262,0.000349974879228498
genetic variance,Chr - WT,20X,200,2,4,GW,0.0725197666207586,0.00526981271420886,Inf,13.7613555838949,0
genetic variance,Peri - WT,20X,200,2,4,GW,0.0522401074409222,0.00526981271420886,Inf,9.9130861520123,2.68673971959288e-14
genetic variance,Chr - WT,2X,200,2,4,GW,0.0240864808434592,0.00526981271420885,Inf,4.57065215591353,1.44967660776762e-05
genetic variance,Peri - WT,2X,200,2,4,GW,0.0204917366337896,0.00526981271420882,Inf,3.88851326320163,0.000297076501827531
genetic variance,Chr - Peri,20X,2,8,4,GW,0.0241896962247295,0.00526981271420886,Inf,4.59023831330998,1.32033813001753e-05
genetic variance,Chr - WT,20X,2,8,4,GW,0.0379470926995413,0.00526981271420887,Inf,7.20084275428337,1.81699100210153e-12
genetic variance,Peri - WT,20X,2,8,4,GW,0.0137573964748118,0.00526981271420888,Inf,2.6106044409734,0.0245246851987504
genetic variance,Chr - Peri,20X,200,8,4,GW,0.0419465091620417,0.0052698127142089,Inf,7.95977227975144,4.66293670342566e-14
genetic variance,Chr - WT,20X,200,8,4,GW,0.0736811331891324,0.00526981271420887,Inf,13.9817365786962,0
genetic variance,Peri - WT,20X,200,8,4,GW,0.0317346240270907,0.00526981271420889,Inf,6.02196429894468,5.16746156975501e-09
genetic variance,Chr - WT,2X,200,8,4,GW,0.0217290494744633,0.00526981271420885,Inf,4.12330582752511,0.000110617274587721
