response,contrast,Matrix,Recombination,Map_type,QTL,H2,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,4 - 5,GW,20X,Peri,2,2,DV,-0.0134812412551084,0.0023575988044767,Inf,-5.71820838622318,1.07425361606239e-07
Genetic variance,1 - 2,GW,2X,Peri,2,2,DV,-0.0176491898333458,0.00235759880447668,Inf,-7.486087030513,7.42073069659455e-13
Genetic variance,1 - 3,GW,2X,Peri,2,2,DV,-0.0146107245609807,0.00235759880447668,Inf,-6.19729045214877,5.73996916664044e-09
Genetic variance,1 - 4,GW,2X,Peri,2,2,DV,-0.0109092139444338,0.00235759880447668,Inf,-4.62725630998753,3.64550678771947e-05
Genetic variance,1 - 5,GW,2X,Peri,2,2,DV,-0.0212874326808862,0.00235759880447669,Inf,-9.02928549185931,3.26405569239796e-14
Genetic variance,2 - 4,GW,2X,Peri,2,2,DV,0.00673997588891201,0.00235759880447669,Inf,2.85883072052544,0.0345315352916138
Genetic variance,3 - 5,GW,2X,Peri,2,2,DV,-0.00667670811990549,0.0023575988044767,Inf,-2.83199503971053,0.0373122801960288
Genetic variance,4 - 5,GW,2X,Peri,2,2,DV,-0.0103782187364524,0.0023575988044767,Inf,-4.40202918187176,0.000104730169544598
Genetic variance,1 - 2,GW,20X,WT,2,2,DV,-0.00962310215389443,0.00235759880447669,Inf,-4.08173864680527,0.000429756527438929
Genetic variance,1 - 3,GW,20X,WT,2,2,DV,-0.0127785629130851,0.00235759880447669,Inf,-5.4201600750818,5.93174749541348e-07
Genetic variance,1 - 4,GW,20X,WT,2,2,DV,-0.0101458586300982,0.00235759880447668,Inf,-4.30347123133628,0.0001635326630538
Genetic variance,1 - 5,GW,20X,WT,2,2,DV,-0.0134188950485871,0.00235759880447669,Inf,-5.69176359570035,1.25453171517798e-07
Genetic variance,1 - 3,GW,2X,WT,2,2,DV,-0.0080605417773964,0.0023575988044767,Inf,-3.41896244691452,0.00567641586896928
Genetic variance,1 - 4,GW,2X,WT,2,2,DV,-0.00796286663472381,0.00235759880447669,Inf,-3.3775325214806,0.00656627339700244
Genetic variance,1 - 5,GW,2X,WT,2,2,DV,-0.00790166997702131,0.00235759880447668,Inf,-3.35157532401924,0.00718662510919477
Genetic variance,1 - 2,CV,20X,Chr,200,2,DV,-0.0201385824595959,0.00235759880447668,Inf,-8.54198874777002,4.56301663120939e-14
Genetic variance,1 - 3,CV,20X,Chr,200,2,DV,-0.0375425646663397,0.00235759880447671,Inf,-15.9240684187031,0
Genetic variance,1 - 4,CV,20X,Chr,200,2,DV,-0.0481203188921005,0.00235759880447672,Inf,-20.4107326491375,0
Genetic variance,1 - 5,CV,20X,Chr,200,2,DV,-0.00769983566250962,0.00235759880447675,Inf,-3.26596520488927,0.00962789170712486
Genetic variance,2 - 3,CV,20X,Chr,200,2,DV,-0.0174039822067438,0.00235759880447668,Inf,-7.38207967093325,1.59205981731247e-12
Genetic variance,2 - 4,CV,20X,Chr,200,2,DV,-0.0279817364325046,0.00235759880447669,Inf,-11.8687439013678,0
Genetic variance,2 - 5,CV,20X,Chr,200,2,DV,0.0124387467970862,0.0023575988044767,Inf,5.27602354288062,1.31349647103374e-06
Genetic variance,3 - 4,CV,20X,Chr,200,2,DV,-0.0105777542257608,0.0023575988044767,Inf,-4.48666423043454,7.0869408858143e-05
Genetic variance,3 - 5,CV,20X,Chr,200,2,DV,0.02984272900383,0.0023575988044767,Inf,12.6581032138138,0
Genetic variance,4 - 5,CV,20X,Chr,200,2,DV,0.0404204832295909,0.0023575988044767,Inf,17.1447674442483,0
Genetic variance,1 - 2,GW,20X,Chr,200,2,DV,-0.0185144798553384,0.00235759880447668,Inf,-7.85310877329195,1.14130926931466e-13
Genetic variance,1 - 3,GW,20X,Chr,200,2,DV,-0.0293703469465175,0.00235759880447667,Inf,-12.4577374618397,0
Genetic variance,1 - 4,GW,20X,Chr,200,2,DV,-0.0398435932717955,0.00235759880447668,Inf,-16.900073581705,0
Genetic variance,1 - 5,GW,20X,Chr,200,2,DV,-0.0144854896294138,0.00235759880447668,Inf,-6.14417075624076,8.03134114768511e-09
Genetic variance,2 - 3,GW,20X,Chr,200,2,DV,-0.0108558670911791,0.00235759880447669,Inf,-4.6046286885477,4.06262501851939e-05
Genetic variance,2 - 4,GW,20X,Chr,200,2,DV,-0.0213291134164571,0.0023575988044767,Inf,-9.04696480841294,6.70574706873595e-14
Genetic variance,3 - 4,GW,20X,Chr,200,2,DV,-0.010473246325278,0.00235759880447669,Inf,-4.44233611986528,8.70337676798227e-05
Genetic variance,3 - 5,GW,20X,Chr,200,2,DV,0.0148848573171038,0.00235759880447669,Inf,6.3135667055989,2.72518163590973e-09
Genetic variance,4 - 5,GW,20X,Chr,200,2,DV,0.0253581036423818,0.0023575988044767,Inf,10.7559028254641,4.55191440096314e-14
Genetic variance,1 - 2,CV,2X,Chr,200,2,DV,-0.0120146115593113,0.00235759880447669,Inf,-5.09612218011715,3.44228043946959e-06
Genetic variance,1 - 3,CV,2X,Chr,200,2,DV,-0.0221721775148967,0.00235759880447668,Inf,-9.40455919505705,4.68514116391816e-14
Genetic variance,1 - 4,CV,2X,Chr,200,2,DV,-0.0295221942338945,0.00235759880447668,Inf,-12.5221450646466,0
Genetic variance,2 - 3,CV,2X,Chr,200,2,DV,-0.0101575659555853,0.00235759880447669,Inf,-4.30843701493985,0.000159939716423807
Genetic variance,2 - 4,CV,2X,Chr,200,2,DV,-0.0175075826745831,0.00235759880447669,Inf,-7.42602288452943,1.15241149956091e-12
Genetic variance,2 - 5,CV,2X,Chr,200,2,DV,0.00777244100934994,0.00235759880447669,Inf,3.29676151624754,0.00867463776165123
Genetic variance,3 - 4,CV,2X,Chr,200,2,DV,-0.00735001671899784,0.00235759880447669,Inf,-3.11758586958959,0.0156751885505223
Genetic variance,3 - 5,CV,2X,Chr,200,2,DV,0.0179300069649352,0.00235759880447668,Inf,7.6051985311874,3.1552538359847e-13
Genetic variance,4 - 5,CV,2X,Chr,200,2,DV,0.0252800236839331,0.00235759880447668,Inf,10.722784400777,5.07371922253697e-14
Genetic variance,1 - 2,GW,2X,Chr,200,2,DV,-0.0118978342050717,0.00235759880447667,Inf,-5.046589853405,4.46280319732484e-06
Genetic variance,1 - 3,GW,2X,Chr,200,2,DV,-0.0247616116769986,0.00235759880447667,Inf,-10.5028945679734,5.19584375524573e-14
Genetic variance,1 - 4,GW,2X,Chr,200,2,DV,-0.0325833582122528,0.00235759880447667,Inf,-13.8205695347243,0
Genetic variance,1 - 5,GW,2X,Chr,200,2,DV,-0.0083552049732864,0.00235759880447666,Inf,-3.54394689945607,0.00361687054018844
Genetic variance,2 - 3,GW,2X,Chr,200,2,DV,-0.0128637774719269,0.00235759880447668,Inf,-5.45630471456839,4.84409054535284e-07
Genetic variance,2 - 4,GW,2X,Chr,200,2,DV,-0.0206855240071811,0.00235759880447669,Inf,-8.77397968131925,3.9190872769268e-14
Genetic variance,3 - 4,GW,2X,Chr,200,2,DV,-0.00782174653525413,0.00235759880447669,Inf,-3.31767496675089,0.00807682572973989
Genetic variance,3 - 5,GW,2X,Chr,200,2,DV,0.0164064067037122,0.00235759880447668,Inf,6.95894766851732,3.43143291559045e-11
Genetic variance,4 - 5,GW,2X,Chr,200,2,DV,0.0242281532389664,0.00235759880447669,Inf,10.2766226352682,5.38458166943201e-14
Genetic variance,1 - 2,CV,20X,Peri,200,2,DV,-0.011810828310782,0.00235759880447667,Inf,-5.00968540039775,5.40673298099481e-06
Genetic variance,1 - 3,CV,20X,Peri,200,2,DV,-0.0361638593466969,0.00235759880447667,Inf,-15.3392762492193,0
Genetic variance,1 - 4,CV,20X,Peri,200,2,DV,-0.0403143725660179,0.00235759880447667,Inf,-17.0997595050811,0
Genetic variance,1 - 5,CV,20X,Peri,200,2,DV,-0.00836644456499225,0.00235759880447668,Inf,-3.54871428892219,0.00355402438752739
Genetic variance,2 - 3,CV,20X,Peri,200,2,DV,-0.0243530310359149,0.00235759880447669,Inf,-10.3295908488215,4.88498130835069e-14
Genetic variance,2 - 4,CV,20X,Peri,200,2,DV,-0.0285035442552359,0.00235759880447669,Inf,-12.0900741046833,0
Genetic variance,3 - 5,CV,20X,Peri,200,2,DV,0.0277974147817046,0.0023575988044767,Inf,11.790561960297,0
Genetic variance,4 - 5,CV,20X,Peri,200,2,DV,0.0319479280010256,0.00235759880447669,Inf,13.5510452161588,0
Genetic variance,1 - 2,GW,20X,Peri,200,2,DV,-0.018085743489373,0.00235759880447666,Inf,-7.67125579425616,2.00395255944841e-13
Genetic variance,1 - 3,GW,20X,Peri,200,2,DV,-0.0378314204612205,0.00235759880447668,Inf,-16.0465896018377,0
Genetic variance,1 - 4,GW,20X,Peri,200,2,DV,-0.0527109030368426,0.00235759880447668,Inf,-22.3578765550583,0
Genetic variance,1 - 5,GW,20X,Peri,200,2,DV,-0.014591128295254,0.00235759880447669,Inf,-6.18897849267141,6.05083627647218e-09
Genetic variance,2 - 3,GW,20X,Peri,200,2,DV,-0.0197456769718475,0.00235759880447668,Inf,-8.37533380758161,5.25135490647699e-14
Genetic variance,2 - 4,GW,20X,Peri,200,2,DV,-0.0346251595474696,0.00235759880447667,Inf,-14.6866207608022,0
Genetic variance,3 - 4,GW,20X,Peri,200,2,DV,-0.0148794825756221,0.00235759880447668,Inf,-6.31128695322056,2.76562794887525e-09
Genetic variance,3 - 5,GW,20X,Peri,200,2,DV,0.0232402921659665,0.00235759880447669,Inf,9.85761110916623,4.82947015711943e-14
Genetic variance,4 - 5,GW,20X,Peri,200,2,DV,0.0381197747415885,0.00235759880447669,Inf,16.1688980623868,0
Genetic variance,1 - 2,CV,2X,Peri,200,2,DV,-0.00942723248598283,0.00235759880447667,Inf,-3.99865849443177,0.000609214686916659
Genetic variance,1 - 3,CV,2X,Peri,200,2,DV,-0.0182802305398613,0.00235759880447668,Inf,-7.75374949510083,1.18127729820117e-13
Genetic variance,1 - 4,CV,2X,Peri,200,2,DV,-0.0255223138270896,0.00235759880447668,Inf,-10.8255542794758,4.89608353859694e-14
Genetic variance,2 - 3,CV,2X,Peri,200,2,DV,-0.00885299805387852,0.00235759880447669,Inf,-3.75509100066905,0.00162551570912106
Genetic variance,2 - 4,CV,2X,Peri,200,2,DV,-0.0160950813411067,0.00235759880447668,Inf,-6.82689578504404,8.6793461306911e-11
Genetic variance,2 - 5,CV,2X,Peri,200,2,DV,0.00715129146242134,0.00235759880447669,Inf,3.03329448964863,0.0204471801071533
Genetic variance,3 - 4,CV,2X,Peri,200,2,DV,-0.00724208328722822,0.00235759880447669,Inf,-3.07180478437498,0.0181275392245694
Genetic variance,3 - 5,CV,2X,Peri,200,2,DV,0.0160042895162999,0.00235759880447668,Inf,6.7883854903177,1.13410281166182e-10
Genetic variance,4 - 5,CV,2X,Peri,200,2,DV,0.0232463728035281,0.00235759880447669,Inf,9.86019027469264,4.85167461761193e-14
Genetic variance,1 - 2,GW,2X,Peri,200,2,DV,-0.00906317969737478,0.00235759880447665,Inf,-3.84424172601609,0.00114322752753349
Genetic variance,1 - 3,GW,2X,Peri,200,2,DV,-0.0175630126471236,0.00235759880447669,Inf,-7.4495340826329,9.69557767405149e-13
Genetic variance,1 - 4,GW,2X,Peri,200,2,DV,-0.0310486869977204,0.00235759880447669,Inf,-13.169622812314,0
Genetic variance,2 - 3,GW,2X,Peri,200,2,DV,-0.00849983294974886,0.00235759880447666,Inf,-3.60529235661691,0.00288111956031789
Genetic variance,2 - 4,GW,2X,Peri,200,2,DV,-0.0219855073003456,0.00235759880447665,Inf,-9.32538108629812,5.01820807130571e-14
Genetic variance,3 - 4,GW,2X,Peri,200,2,DV,-0.0134856743505968,0.00235759880447669,Inf,-5.72008872968112,1.06244096742536e-07
Genetic variance,3 - 5,GW,2X,Peri,200,2,DV,0.0115057466187711,0.00235759880447669,Inf,4.88028183460374,1.04827790984308e-05
Genetic variance,4 - 5,GW,2X,Peri,200,2,DV,0.0249914209693679,0.0023575988044767,Inf,10.6003705642848,4.65183447317941e-14
Genetic variance,1 - 2,CV,20X,WT,200,2,DV,-0.0078484540360212,0.00235759880447668,Inf,-3.3290032303708,0.007768817855622
Genetic variance,1 - 3,CV,20X,WT,200,2,DV,-0.0109183234273005,0.00235759880447668,Inf,-4.63112019168336,3.57850423223782e-05
Genetic variance,1 - 4,CV,20X,WT,200,2,DV,-0.021775942175367,0.00235759880447668,Inf,-9.23649186367847,5.52891066263328e-14
Genetic variance,2 - 4,CV,20X,WT,200,2,DV,-0.0139274881393458,0.00235759880447668,Inf,-5.90748863330768,3.46866176892391e-08
Genetic variance,2 - 5,CV,20X,WT,200,2,DV,0.00704544255655071,0.00235759880447669,Inf,2.98839757772721,0.0234782483309164
Genetic variance,3 - 4,CV,20X,WT,200,2,DV,-0.0108576187480665,0.00235759880447669,Inf,-4.60537167199512,4.04823233206564e-05
Genetic variance,3 - 5,CV,20X,WT,200,2,DV,0.01011531194783,0.00235759880447669,Inf,4.29051453903975,0.000173271449247059
Genetic variance,4 - 5,CV,20X,WT,200,2,DV,0.0209729306958965,0.00235759880447669,Inf,8.89588621103486,3.56381590904675e-14
Genetic variance,1 - 2,GW,20X,WT,200,2,DV,-0.0104296277697485,0.00235759880447669,Inf,-4.42383485686553,9.47706091095624e-05
Genetic variance,1 - 3,GW,20X,WT,200,2,DV,-0.015093085975877,0.00235759880447669,Inf,-6.40188905220757,1.53394874580215e-09
Genetic variance,1 - 4,GW,20X,WT,200,2,DV,-0.0256468855048018,0.0023575988044767,Inf,-10.878392649378,4.57411886145565e-14
Genetic variance,1 - 5,GW,20X,WT,200,2,DV,-0.00846157076805657,0.0023575988044767,Inf,-3.58906305516843,0.00306100251926578
Genetic variance,2 - 4,GW,20X,WT,200,2,DV,-0.0152172577350533,0.0023575988044767,Inf,-6.45455779251253,1.0849187104256e-09
Genetic variance,3 - 4,GW,20X,WT,200,2,DV,-0.0105537995289248,0.00235759880447668,Inf,-4.47650359717053,7.42998019601648e-05
Genetic variance,3 - 5,GW,20X,WT,200,2,DV,0.00663151520782039,0.00235759880447669,Inf,2.81282599703912,0.0394141726206603
Genetic variance,4 - 5,GW,20X,WT,200,2,DV,0.0171853147367452,0.0023575988044767,Inf,7.28932959420961,3.14903658704679e-12
Genetic variance,1 - 3,CV,2X,WT,200,2,DV,-0.0137047272551326,0.00235759880447668,Inf,-5.8130022924637,6.12554386103525e-08
Genetic variance,1 - 4,CV,2X,WT,200,2,DV,-0.0234701126206153,0.00235759880447668,Inf,-9.95509184007454,4.2632564145606e-14
Genetic variance,2 - 3,CV,2X,WT,200,2,DV,-0.00751819888224353,0.0023575988044767,Inf,-3.18892207951909,0.012439078855696
Genetic variance,2 - 4,CV,2X,WT,200,2,DV,-0.0172835842477262,0.00235759880447668,Inf,-7.33101162712992,2.31847874232471e-12
Genetic variance,3 - 4,CV,2X,WT,200,2,DV,-0.00976538536548264,0.0023575988044767,Inf,-4.1420895476108,0.000332038021935266
Genetic variance,3 - 5,CV,2X,WT,200,2,DV,0.0122034479839348,0.00235759880447669,Inf,5.17621910935928,2.25046121848926e-06
Genetic variance,4 - 5,CV,2X,WT,200,2,DV,0.0219688333494175,0.00235759880447669,Inf,9.31830865697009,5.05151476204446e-14
Genetic variance,1 - 3,GW,2X,WT,200,2,DV,-0.0118805517558323,0.00235759880447668,Inf,-5.03925932320338,4.63666960726084e-06
Genetic variance,1 - 4,GW,2X,WT,200,2,DV,-0.0244552691303693,0.00235759880447669,Inf,-10.3729561976078,4.44089209850063e-14
Genetic variance,2 - 3,GW,2X,WT,200,2,DV,-0.00745835733365392,0.00235759880447669,Inf,-3.16353966565123,0.0135147302778192
Genetic variance,2 - 4,GW,2X,WT,200,2,DV,-0.020033074708191,0.0023575988044767,Inf,-8.49723654005567,4.71844785465692e-14
Genetic variance,3 - 4,GW,2X,WT,200,2,DV,-0.0125747173745371,0.00235759880447669,Inf,-5.33369687440448,9.5797255372787e-07
Genetic variance,3 - 5,GW,2X,WT,200,2,DV,0.0123663144058893,0.00235759880447669,Inf,5.24530059245353,1.55191593509407e-06
Genetic variance,4 - 5,GW,2X,WT,200,2,DV,0.0249410317804264,0.0023575988044767,Inf,10.578997466858,4.67403893367191e-14
Genetic variance,1 - 2,CV,20X,Chr,200,8,DV,-0.00760732117483204,0.00235759880447665,Inf,-3.22672422482872,0.0109789340411323
Genetic variance,1 - 3,CV,20X,Chr,200,8,DV,-0.0192087548270903,0.00235759880447665,Inf,-8.14759270772296,6.36157793110215e-14
Genetic variance,1 - 4,CV,20X,Chr,200,8,DV,-0.0343620387416234,0.00235759880447665,Inf,-14.5750153403438,0
Genetic variance,1 - 5,CV,20X,Chr,200,8,DV,-0.0143025142749132,0.00235759880447665,Inf,-6.06655986071731,1.30546200516335e-08
Genetic variance,2 - 3,CV,20X,Chr,200,8,DV,-0.0116014336522583,0.00235759880447668,Inf,-4.92086848289417,8.53235705911004e-06
Genetic variance,2 - 4,CV,20X,Chr,200,8,DV,-0.0267547175667913,0.00235759880447669,Inf,-11.3482911155149,0
Genetic variance,2 - 5,CV,20X,Chr,200,8,DV,-0.00669519310008113,0.00235759880447669,Inf,-2.83983563588854,0.0364806420814767
Genetic variance,3 - 4,CV,20X,Chr,200,8,DV,-0.015153283914533,0.00235759880447669,Inf,-6.42742263262073,1.29729349485075e-09
Genetic variance,4 - 5,CV,20X,Chr,200,8,DV,0.0200595244667102,0.00235759880447669,Inf,8.50845547962634,4.74065231514942e-14
Genetic variance,1 - 2,GW,20X,Chr,200,8,DV,-0.00946983845340177,0.00235759880447666,Inf,-4.01673025767583,0.000565028656666189
Genetic variance,1 - 3,GW,20X,Chr,200,8,DV,-0.0241307095902872,0.00235759880447666,Inf,-10.2352909004141,4.14113188185183e-14
Genetic variance,1 - 4,GW,20X,Chr,200,8,DV,-0.0549910182071215,0.00235759880447667,Inf,-23.3250110674908,0
Genetic variance,1 - 5,GW,20X,Chr,200,8,DV,-0.0140292489306725,0.00235759880447666,Inf,-5.95065152901906,2.66729007769584e-08
Genetic variance,2 - 3,GW,20X,Chr,200,8,DV,-0.0146608711368854,0.00235759880447669,Inf,-6.21856064273822,5.01371966166175e-09
Genetic variance,2 - 4,GW,20X,Chr,200,8,DV,-0.0455211797537197,0.0023575988044767,Inf,-19.3082808098147,0
Genetic variance,3 - 4,GW,20X,Chr,200,8,DV,-0.0308603086168343,0.00235759880447669,Inf,-13.0897201670767,0
Genetic variance,3 - 5,GW,20X,Chr,200,8,DV,0.0101014606596146,0.00235759880447668,Inf,4.28463937139502,0.000177866505767454
Genetic variance,4 - 5,GW,20X,Chr,200,8,DV,0.040961769276449,0.0023575988044767,Inf,17.3743595384716,0
Genetic variance,1 - 3,CV,2X,Chr,200,8,DV,-0.0139060693863137,0.00235759880447667,Inf,-5.89840364692606,3.66500860771168e-08
Genetic variance,1 - 4,CV,2X,Chr,200,8,DV,-0.0234240275971923,0.00235759880447669,Inf,-9.93554439912082,4.34097202628436e-14
Genetic variance,1 - 5,CV,2X,Chr,200,8,DV,-0.00829482402382581,0.00235759880447669,Inf,-3.51833569311085,0.00397233254157126
Genetic variance,2 - 3,CV,2X,Chr,200,8,DV,-0.00806586813330121,0.00235759880447668,Inf,-3.42122167604831,0.00563121109867215
Genetic variance,2 - 4,CV,2X,Chr,200,8,DV,-0.0175838263441798,0.0023575988044767,Inf,-7.45836242824306,9.09161634865541e-13
Genetic variance,3 - 4,CV,2X,Chr,200,8,DV,-0.00951795821087855,0.00235759880447668,Inf,-4.0371407521948,0.000518753856538212
Genetic variance,4 - 5,CV,2X,Chr,200,8,DV,0.0151292035733665,0.00235759880447669,Inf,6.41720870600995,1.38733724508455e-09
Genetic variance,1 - 2,GW,2X,Chr,200,8,DV,-0.00749569541404326,0.00235759880447666,Inf,-3.17937699994175,0.0128342449739305
Genetic variance,1 - 3,GW,2X,Chr,200,8,DV,-0.0190852836465318,0.00235759880447668,Inf,-8.0952211251092,6.82787160144471e-14
Genetic variance,1 - 4,GW,2X,Chr,200,8,DV,-0.0299938027762127,0.00235759880447669,Inf,-12.7221827222085,0
Genetic variance,1 - 5,GW,2X,Chr,200,8,DV,-0.00882116645482329,0.00235759880447669,Inf,-3.7415892975825,0.00171325557932034
Genetic variance,2 - 3,GW,2X,Chr,200,8,DV,-0.0115895882324885,0.00235759880447667,Inf,-4.91584412516748,8.75337783690089e-06
Genetic variance,2 - 4,GW,2X,Chr,200,8,DV,-0.0224981073621694,0.00235759880447671,Inf,-9.54280572226668,4.05231403988182e-14
Genetic variance,3 - 4,GW,2X,Chr,200,8,DV,-0.0109085191296809,0.00235759880447669,Inf,-4.62696159709932,3.65066627729949e-05
Genetic variance,3 - 5,GW,2X,Chr,200,8,DV,0.0102641171917085,0.00235759880447669,Inf,4.35363182752666,0.000130509976182802
Genetic variance,4 - 5,GW,2X,Chr,200,8,DV,0.0211726363213894,0.0023575988044767,Inf,8.98059342462595,3.37507799486048e-14
Genetic variance,1 - 2,CV,20X,Peri,200,8,DV,-0.00848064099751533,0.00235759880447667,Inf,-3.5971518909036,0.00297009090913225
Genetic variance,1 - 3,CV,20X,Peri,200,8,DV,-0.0176034525097551,0.00235759880447667,Inf,-7.46668707005163,8.55315818171221e-13
Genetic variance,1 - 4,CV,20X,Peri,200,8,DV,-0.0299129017016873,0.00235759880447667,Inf,-12.68786769186,0
Genetic variance,1 - 5,CV,20X,Peri,200,8,DV,-0.00980871373844091,0.00235759880447667,Inf,-4.16046772666149,0.000306723085472416
Genetic variance,2 - 3,CV,20X,Peri,200,8,DV,-0.00912281151223979,0.00235759880447669,Inf,-3.86953517914799,0.00103299979989346
Genetic variance,2 - 4,CV,20X,Peri,200,8,DV,-0.0214322607041719,0.00235759880447669,Inf,-9.0907158009563,6.3504757008559e-14
Genetic variance,3 - 4,CV,20X,Peri,200,8,DV,-0.0123094491919322,0.0023575988044767,Inf,-5.22118062180831,1.76788988792698e-06
Genetic variance,3 - 5,CV,20X,Peri,200,8,DV,0.00779473877131421,0.00235759880447669,Inf,3.30621934339011,0.00839949876016255
Genetic variance,4 - 5,CV,20X,Peri,200,8,DV,0.0201041879632464,0.00235759880447669,Inf,8.52739996519841,4.64073224293315e-14
Genetic variance,1 - 2,GW,20X,Peri,200,8,DV,-0.00871731487430522,0.00235759880447666,Inf,-3.69753957193759,0.00203105965996908
Genetic variance,1 - 3,GW,20X,Peri,200,8,DV,-0.0223485632342066,0.00235759880447669,Inf,-9.47937502842739,4.30766533554561e-14
Genetic variance,1 - 4,GW,20X,Peri,200,8,DV,-0.0413497299151,0.00235759880447668,Inf,-17.5389170695981,0
Genetic variance,1 - 5,GW,20X,Peri,200,8,DV,-0.0128254231057248,0.0023575988044767,Inf,-5.4400363121034,5.30733050618792e-07
Genetic variance,2 - 3,GW,20X,Peri,200,8,DV,-0.0136312483599014,0.00235759880447668,Inf,-5.78183545648984,7.37528130789755e-08
Genetic variance,2 - 4,GW,20X,Peri,200,8,DV,-0.0326324150407948,0.00235759880447668,Inf,-13.8413774976605,0
Genetic variance,3 - 4,GW,20X,Peri,200,8,DV,-0.0190011666808935,0.00235759880447668,Inf,-8.05954204117065,7.20534742981727e-14
Genetic variance,3 - 5,GW,20X,Peri,200,8,DV,0.00952314012848178,0.0023575988044767,Inf,4.03933871632395,0.000513989109483859
Genetic variance,4 - 5,GW,20X,Peri,200,8,DV,0.0285243068093752,0.0023575988044767,Inf,12.0988807574945,0
Genetic variance,1 - 2,CV,2X,Peri,200,8,DV,-0.00682802923862667,0.00235759880447668,Inf,-2.89617946262163,0.0309592977412575
Genetic variance,1 - 3,CV,2X,Peri,200,8,DV,-0.0136392706157489,0.00235759880447667,Inf,-5.78523817956232,7.2276198803678e-08
Genetic variance,1 - 4,CV,2X,Peri,200,8,DV,-0.0208998746175374,0.00235759880447669,Inf,-8.86489871722533,3.64153152077051e-14
Genetic variance,1 - 5,CV,2X,Peri,200,8,DV,-0.0073713460731133,0.0023575988044767,Inf,-3.12663293649297,0.015227035660933
Genetic variance,2 - 3,CV,2X,Peri,200,8,DV,-0.00681124137712223,0.00235759880447667,Inf,-2.88905871694067,0.0316146002443953
Genetic variance,2 - 4,CV,2X,Peri,200,8,DV,-0.0140718453789107,0.00235759880447669,Inf,-5.96871925460371,2.38823180120917e-08
Genetic variance,3 - 4,CV,2X,Peri,200,8,DV,-0.00726060400178846,0.00235759880447669,Inf,-3.07966053766306,0.0176840055905932
Genetic variance,4 - 5,CV,2X,Peri,200,8,DV,0.0135285285444241,0.00235759880447672,Inf,5.73826578073227,9.54567410671459e-08
Genetic variance,1 - 2,GW,2X,Peri,200,8,DV,-0.00802971416428395,0.00235759880447667,Inf,-3.40588659488498,0.00594461487852172
Genetic variance,1 - 3,GW,2X,Peri,200,8,DV,-0.0143812861871931,0.00235759880447668,Inf,-6.09997178480301,1.05986929233026e-08
Genetic variance,1 - 4,GW,2X,Peri,200,8,DV,-0.029365040006857,0.00235759880447671,Inf,-12.4554864683072,0
