response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,2 - 200,Peri,2X,2,3,CV,DV,-0.0376885666174753,0.0023575988044767,Inf,-15.9859966614806,1.59987524199462e-57
Genetic variance,2 - 200,WT,2X,2,3,CV,DV,-0.02867114674644,0.00235759880447668,Inf,-12.1611644407006,5.00402684097616e-34
Genetic variance,2 - 200,Chr,20X,8,3,CV,DV,-0.0311243292721363,0.00235759880447667,Inf,-13.2017072680206,8.57688806311942e-40
Genetic variance,2 - 200,Peri,20X,8,3,CV,DV,-0.0288396295237768,0.0023575988044767,Inf,-12.2326281592165,2.08094985839598e-34
Genetic variance,2 - 200,WT,20X,8,3,CV,DV,-0.016104431088859,0.00235759880447668,Inf,-6.83086157758452,8.44061487030316e-12
Genetic variance,2 - 200,Chr,2X,8,3,CV,DV,-0.0228721321997546,0.00235759880447667,Inf,-9.70145223874576,2.97237366955403e-22
Genetic variance,2 - 200,Peri,2X,8,3,CV,DV,-0.0221734802332384,0.0023575988044767,Inf,-9.40511175656118,5.19749426081279e-21
Genetic variance,2 - 200,WT,2X,8,3,CV,DV,-0.0165678431681065,0.00235759880447667,Inf,-7.0274226202724,2.10383410641117e-12
Genetic variance,2 - 200,Chr,20X,2,4,CV,DV,-0.0701283002578167,0.00235759880447674,Inf,-29.7456463434972,1.97421074030805e-194
Genetic variance,2 - 200,Peri,20X,2,4,CV,DV,-0.0642830890490775,0.0023575988044767,Inf,-27.2663393479053,1.06391399530747e-163
Genetic variance,2 - 200,WT,20X,2,4,CV,DV,-0.0367603888589433,0.0023575988044767,Inf,-15.5923004326017,8.21222095774912e-55
Genetic variance,2 - 200,Chr,2X,2,4,CV,DV,-0.0471701616594252,0.0023575988044767,Inf,-20.0077135981986,4.71797494399543e-89
Genetic variance,2 - 200,Peri,2X,2,4,CV,DV,-0.0449306499047045,0.00235759880447669,Inf,-19.0578014458561,5.66038582198239e-81
Genetic variance,2 - 200,WT,2X,2,4,CV,DV,-0.0384365321119222,0.00235759880447669,Inf,-16.3032539883112,9.35748603932714e-60
Genetic variance,2 - 200,Chr,20X,8,4,CV,DV,-0.0462776131866688,0.0023575988044767,Inf,-19.6291299006409,8.71950875320733e-86
Genetic variance,2 - 200,Peri,20X,8,4,CV,DV,-0.0411490787157093,0.00235759880447668,Inf,-17.453808781025,3.22025482933814e-68
Genetic variance,2 - 200,WT,20X,8,4,CV,DV,-0.0261146069925624,0.00235759880447669,Inf,-11.0767815724096,1.62613258784407e-28
Genetic variance,2 - 200,Chr,2X,8,4,CV,DV,-0.0323900904106338,0.00235759880447669,Inf,-13.7385929909407,5.96232463146193e-43
Genetic variance,2 - 200,Peri,2X,8,4,CV,DV,-0.0294340842350268,0.00235759880447671,Inf,-12.4847722942241,9.04015982308399e-36
Genetic variance,2 - 200,WT,2X,8,4,CV,DV,-0.0268065114797256,0.0023575988044767,Inf,-11.3702600412014,5.88121126784871e-30
Genetic variance,2 - 200,Chr,20X,2,5,CV,DV,-0.0297078170282145,0.00235759880447681,Inf,-12.6008788992439,2.08804701441787e-36
Genetic variance,2 - 200,Peri,20X,2,5,CV,DV,-0.0323351610480523,0.00235759880447672,Inf,-13.7152941317466,8.22322380719327e-43
Genetic variance,2 - 200,WT,20X,2,5,CV,DV,-0.0157874581630463,0.00235759880447672,Inf,-6.69641422156657,2.13595730540178e-11
Genetic variance,2 - 200,Chr,2X,2,5,CV,DV,-0.0218901379754981,0.0023575988044767,Inf,-9.2849291974242,1.61814724050052e-20
Genetic variance,2 - 200,Peri,2X,2,5,CV,DV,-0.0216842771011756,0.0023575988044767,Inf,-9.19761117116309,3.65995451361328e-20
Genetic variance,2 - 200,WT,2X,2,5,CV,DV,-0.016467698762505,0.00235759880447669,Inf,-6.98494533134119,2.84966924322005e-12
Genetic variance,2 - 200,Chr,20X,8,5,CV,DV,-0.0262180887199596,0.00235759880447671,Inf,-11.1206744210149,9.95168452915602e-29
Genetic variance,2 - 200,Peri,20X,8,5,CV,DV,-0.0210448907524623,0.0023575988044767,Inf,-8.92640881582627,4.40061957759242e-19
Genetic variance,2 - 200,WT,20X,8,5,CV,DV,-0.0128620476108671,0.0023575988044767,Inf,-5.45557097604738,4.88157275010211e-08
Genetic variance,2 - 200,Chr,2X,8,5,CV,DV,-0.0172608868372666,0.00235759880447669,Inf,-7.32138428493051,2.45425904044194e-13
Genetic variance,2 - 200,Peri,2X,8,5,CV,DV,-0.0159055556906027,0.00235759880447671,Inf,-6.74650651349185,1.51447271574442e-11
Genetic variance,2 - 200,WT,2X,8,5,CV,DV,-0.0145617225410098,0.00235759880447669,Inf,-6.17650573683678,6.55358294134087e-10
Genetic variance,2 - 200,Chr,20X,2,1,GW,DV,-0.0291507996830535,0.00235759880447666,Inf,-12.3646142115874,4.06156611069323e-35
Genetic variance,2 - 200,Peri,20X,2,1,GW,DV,-0.0333121119845848,0.00235759880447667,Inf,-14.1296780102411,2.49281474131544e-45
Genetic variance,2 - 200,WT,20X,2,1,GW,DV,-0.0198315931063428,0.00235759880447669,Inf,-8.41177602766254,4.03848484820243e-17
Genetic variance,2 - 200,Chr,2X,2,1,GW,DV,-0.0224767011332493,0.0023575988044766,Inf,-9.53372604811753,1.51737077862961e-21
Genetic variance,2 - 200,Peri,2X,2,1,GW,DV,-0.0294733510672436,0.00235759880447666,Inf,-12.501427728619,7.33224860283486e-36
Genetic variance,2 - 200,WT,2X,2,1,GW,DV,-0.0226659849866038,0.00235759880447668,Inf,-9.614012758899,6.97754655984615e-22
Genetic variance,2 - 200,Chr,20X,8,1,GW,DV,-0.0267074878086874,0.00235759880447655,Inf,-11.3282581234669,9.50767043486906e-30
Genetic variance,2 - 200,Peri,20X,8,1,GW,DV,-0.023920790498215,0.00235759880447664,Inf,-10.1462515389785,3.44336063535274e-24
Genetic variance,2 - 200,WT,20X,8,1,GW,DV,-0.013583138800322,0.00235759880447666,Inf,-5.76142928751493,8.34046054309082e-09
Genetic variance,2 - 200,Chr,2X,8,1,GW,DV,-0.0168374574401745,0.00235759880447663,Inf,-7.14178231181801,9.21284232269987e-13
Genetic variance,2 - 200,Peri,2X,8,1,GW,DV,-0.014478998766671,0.00235759880447668,Inf,-6.14141758944647,8.17882553076645e-10
Genetic variance,2 - 200,WT,2X,8,1,GW,DV,-0.0134545508067039,0.00235759880447668,Inf,-5.70688735553989,1.15060873827905e-08
Genetic variance,2 - 200,Chr,20X,2,2,GW,DV,-0.0257802009935858,0.0023575988044767,Inf,-10.9349397974895,7.84580392770882e-28
Genetic variance,2 - 200,Peri,20X,2,2,GW,DV,-0.0324094706683608,0.00235759880447668,Inf,-13.7468133283834,5.3222641199585e-43
Genetic variance,2 - 200,WT,20X,2,2,GW,DV,-0.0206381187221969,0.0023575988044767,Inf,-8.75387223772276,2.06154467529046e-18
Genetic variance,2 - 200,Chr,2X,2,2,GW,DV,-0.0229466920278992,0.0023575988044767,Inf,-9.7330775636326,2.17898719811365e-22
Genetic variance,2 - 200,Peri,2X,2,2,GW,DV,-0.0208873409312726,0.00235759880447667,Inf,-8.85958242412204,8.03147064297732e-19
Genetic variance,2 - 200,WT,2X,2,2,GW,DV,-0.0220064298480916,0.00235759880447668,Inf,-9.33425560205793,1.01703384232106e-20
Genetic variance,2 - 200,Chr,20X,8,2,GW,DV,-0.0348398686828052,0.0023575988044767,Inf,-14.7776918687989,2.04039432713581e-49
Genetic variance,2 - 200,Peri,20X,8,2,GW,DV,-0.0313392771670456,0.00235759880447666,Inf,-13.2928796483684,2.54588364437725e-40
Genetic variance,2 - 200,WT,20X,8,2,GW,DV,-0.0176792960221121,0.00235759880447668,Inf,-7.49885688291924,6.43767685704438e-14
Genetic variance,2 - 200,Chr,2X,8,2,GW,DV,-0.0239911706386061,0.00235759880447671,Inf,-10.1761040059278,2.53508745971792e-24
Genetic variance,2 - 200,Peri,2X,8,2,GW,DV,-0.0246553831293831,0.0023575988044767,Inf,-10.4578366270659,1.34900525485473e-25
Genetic variance,2 - 200,WT,2X,8,2,GW,DV,-0.0172120783766133,0.00235759880447672,Inf,-7.30068166981175,2.86313415920984e-13
Genetic variance,2 - 200,Chr,20X,2,3,GW,DV,-0.0377318880839173,0.00235759880447668,Inf,-16.0043719110609,1.19109155513755e-57
Genetic variance,2 - 200,Peri,20X,2,3,GW,DV,-0.0416204150184764,0.0023575988044767,Inf,-17.6537309653559,9.52505949930607e-70
Genetic variance,2 - 200,WT,20X,2,3,GW,DV,-0.0221461161691347,0.00235759880447669,Inf,-9.39350500478828,5.80361172662673e-21
Genetic variance,2 - 200,Chr,2X,2,3,GW,DV,-0.0370976494361953,0.00235759880447669,Inf,-15.7353530065222,8.65725769302759e-56
Genetic variance,2 - 200,Peri,2X,2,3,GW,DV,-0.0324256391533866,0.0023575988044767,Inf,-13.753671359103,4.84092394089997e-43
Genetic variance,2 - 200,WT,2X,2,3,GW,DV,-0.0264859949650397,0.0023575988044767,Inf,-11.2343096351877,2.76647850924911e-29
Genetic variance,2 - 200,Chr,20X,8,3,GW,DV,-0.0497041718596366,0.00235759880447669,Inf,-21.0825403224911,1.15040260733375e-98
Genetic variance,2 - 200,Peri,20X,8,3,GW,DV,-0.0448027361202267,0.0023575988044767,Inf,-19.0035454866848,1.59403709385689e-80
Genetic variance,2 - 200,WT,20X,8,3,GW,DV,-0.0238859807905925,0.00235759880447668,Inf,-10.1314866402363,4.00513192536962e-24
Genetic variance,2 - 200,Chr,2X,8,3,GW,DV,-0.0352369267932001,0.00235759880447669,Inf,-14.9461081869786,1.65121248560957e-50
Genetic variance,2 - 200,Peri,2X,8,3,GW,DV,-0.0306228377209994,0.00235759880447671,Inf,-12.9889944221432,1.41271006107402e-38
Genetic variance,2 - 200,WT,2X,8,3,GW,DV,-0.0234347582333305,0.00235759880447667,Inf,-9.94009590980108,2.78558810114539e-23
Genetic variance,2 - 200,Chr,20X,2,4,GW,DV,-0.0560880527904847,0.00235759880447669,Inf,-23.7903296710122,4.20558772489631e-125
Genetic variance,2 - 200,Peri,20X,2,4,GW,DV,-0.0680142763203512,0.00235759880447669,Inf,-28.8489611511524,5.22120895364818e-183
Genetic variance,2 - 200,WT,20X,2,4,GW,DV,-0.0353326199810464,0.0023575988044767,Inf,-14.9866974457043,8.9704103320464e-51
Genetic variance,2 - 200,Chr,2X,2,4,GW,DV,-0.0472069219338941,0.00235759880447669,Inf,-20.0233058501116,3.45049477320248e-89
Genetic variance,2 - 200,Peri,2X,2,4,GW,DV,-0.0496128241205303,0.00235759880447668,Inf,-21.0437942309455,2.60663130688666e-98
Genetic variance,2 - 200,WT,2X,2,4,GW,DV,-0.0391583874822494,0.0023575988044767,Inf,-16.6094364350261,5.95500176626797e-62
Genetic variance,2 - 200,Chr,20X,8,4,GW,DV,-0.0813278736816098,0.00235759880447671,Inf,-34.4960616399962,9.18985196671854e-261
Genetic variance,2 - 200,Peri,20X,8,4,GW,DV,-0.0645360317270333,0.0023575988044767,Inf,-27.3736276097909,5.65248092127333e-165
Genetic variance,2 - 200,WT,20X,8,4,GW,DV,-0.0350171655316842,0.00235759880447671,Inf,-14.8528941672316,6.66288999539886e-50
Genetic variance,2 - 200,Chr,2X,8,4,GW,DV,-0.0465416455724454,0.0023575988044767,Inf,-19.7411219771873,9.56307823838141e-87
Genetic variance,2 - 200,Peri,2X,8,4,GW,DV,-0.0457592407440627,0.00235759880447674,Inf,-19.4092568494574,6.44525059743131e-84
Genetic variance,2 - 200,WT,2X,8,4,GW,DV,-0.0347422656981659,0.0023575988044767,Inf,-14.7362925499436,3.76916211190218e-49
Genetic variance,2 - 200,Chr,20X,2,5,GW,DV,-0.0174152393437645,0.00235759880447671,Inf,-7.38685450242667,1.50342955497705e-13
Genetic variance,2 - 200,Peri,20X,2,5,GW,DV,-0.0164132603236543,0.0023575988044767,Inf,-6.96185470254234,3.35821773086774e-12
Genetic variance,2 - 200,WT,20X,2,5,GW,DV,-0.0148742688258123,0.00235759880447669,Inf,-6.30907548713061,2.80707190181358e-10
Genetic variance,2 - 200,Chr,2X,2,5,GW,DV,-0.01962809449238,0.00235759880447668,Inf,-8.32545997864843,8.40019125943961e-17
Genetic variance,2 - 200,Peri,2X,2,5,GW,DV,-0.01424318441471,0.00235759880447668,Inf,-6.04139448478876,1.52787910973666e-09
Genetic variance,2 - 200,WT,2X,2,5,GW,DV,-0.0142785523595255,0.00235759880447669,Inf,-6.05639616562956,1.39204924549677e-09
Genetic variance,2 - 200,Chr,20X,8,5,GW,DV,-0.0387401393692419,0.00235759880447669,Inf,-16.4320321573292,1.12814122388037e-60
Genetic variance,2 - 200,Peri,20X,8,5,GW,DV,-0.0342943950810283,0.0023575988044767,Inf,-14.5463235796984,6.16272199277849e-48
Genetic variance,2 - 200,WT,20X,8,5,GW,DV,-0.0185907959370301,0.00235759880447669,Inf,-7.88547903134717,3.1333120256557e-15
Genetic variance,2 - 200,Chr,2X,8,5,GW,DV,-0.0244479224490842,0.00235759880447671,Inf,-10.3698400264971,3.40093623382567e-25
Genetic variance,2 - 200,Peri,2X,8,5,GW,DV,-0.0226066093488016,0.0023575988044767,Inf,-9.58882796592675,8.90912584761889e-22
Genetic variance,2 - 200,WT,2X,8,5,GW,DV,-0.016582527199747,0.00235759880447673,Inf,-7.03365100468289,2.0119800403489e-12
Genetic variance,2 - 200,Chr,20X,2,1,CV,R,-0.0354770449917337,0.00235759880447665,Inf,-15.0479568128255,3.56062329578512e-51
Genetic variance,2 - 200,Peri,20X,2,1,CV,R,-0.0304621225242395,0.00235759880447664,Inf,-12.920825403541,3.43437342587629e-38
Genetic variance,2 - 200,WT,20X,2,1,CV,R,-0.0248768416691821,0.0023575988044767,Inf,-10.5517705650109,4.98487396225125e-26
Genetic variance,2 - 200,Chr,2X,2,1,CV,R,-0.0255874283099895,0.00235759880447662,Inf,-10.853173263154,1.92619622399926e-27
Genetic variance,2 - 200,Peri,2X,2,1,CV,R,-0.0293618701996231,0.00235759880447667,Inf,-12.4541419616731,1.32771734153478e-35
Genetic variance,2 - 200,WT,2X,2,1,CV,R,-0.0267629666661511,0.00235759880447668,Inf,-11.3517900566173,7.26597259035955e-30
Genetic variance,2 - 200,Chr,20X,8,1,CV,R,-0.0216200839165437,0.00235759880447657,Inf,-9.17038296570727,4.71341530625888e-20
Genetic variance,2 - 200,Peri,20X,8,1,CV,R,-0.0178371996946043,0.00235759880447664,Inf,-7.56583336432594,3.8538582395685e-14
Genetic variance,2 - 200,WT,20X,8,1,CV,R,-0.0129916591301813,0.00235759880447668,Inf,-5.51054704706853,3.57720177701777e-08
Genetic variance,2 - 200,Chr,2X,8,1,CV,R,-0.0155522077966259,0.00235759880447666,Inf,-6.59663033722915,4.20607745023955e-11
Genetic variance,2 - 200,Peri,2X,8,1,CV,R,-0.0157858644130324,0.0023575988044767,Inf,-6.69573821595839,2.14585570645576e-11
Genetic variance,2 - 200,WT,2X,8,1,CV,R,-0.0139255844402753,0.00235759880447669,Inf,-5.90668115959039,3.49068404340427e-09
Genetic variance,2 - 200,Chr,20X,2,2,CV,R,-0.0538880379749378,0.0023575988044767,Inf,-22.857170555318,1.24011185613675e-115
Genetic variance,2 - 200,Peri,20X,2,2,CV,R,-0.0476402865238628,0.0023575988044767,Inf,-20.2071219383899,8.47477651537522e-91
Genetic variance,2 - 200,WT,20X,2,2,CV,R,-0.0344487166460975,0.0023575988044767,Inf,-14.6117806730666,2.36261170218532e-48
Genetic variance,2 - 200,Chr,2X,2,2,CV,R,-0.0444180953040447,0.0023575988044767,Inf,-18.8403960927118,3.52319268926807e-79
Genetic variance,2 - 200,Peri,2X,2,2,CV,R,-0.0380518818810505,0.00235759880447672,Inf,-16.1401006009995,1.33323840118057e-58
Genetic variance,2 - 200,WT,2X,2,2,CV,R,-0.035122593989139,0.0023575988044767,Inf,-14.897612741594,3.41566953931397e-50
Genetic variance,2 - 200,Chr,20X,8,2,CV,R,-0.0318750297096449,0.00235759880447669,Inf,-13.5201246493337,1.18974040125515e-41
Genetic variance,2 - 200,Peri,20X,8,2,CV,R,-0.0270243287109805,0.00235759880447668,Inf,-11.4626494803382,2.03201895999571e-30
Genetic variance,2 - 200,WT,20X,8,2,CV,R,-0.019765490153739,0.00235759880447668,Inf,-8.38373777430144,5.12729487389534e-17
Genetic variance,2 - 200,Chr,2X,8,2,CV,R,-0.026946027121739,0.00235759880447669,Inf,-11.4294370486501,2.98034703810516e-30
Genetic variance,2 - 200,Peri,2X,8,2,CV,R,-0.0234631508053155,0.0023575988044767,Inf,-9.95213891386557,2.46820308054192e-23
Genetic variance,2 - 200,WT,2X,8,2,CV,R,-0.0193701535729029,0.00235759880447666,Inf,-8.21605166075008,2.10312887524633e-16
Genetic variance,2 - 200,Chr,20X,2,3,CV,R,-0.0713565560515796,0.0023575988044767,Inf,-30.2666237852195,3.15320823795007e-201
Genetic variance,2 - 200,Peri,20X,2,3,CV,R,-0.0569152645915652,0.00235759880447669,Inf,-24.1412001412168,9.23762687828102e-129
Genetic variance,2 - 200,WT,20X,2,3,CV,R,-0.0480179412064996,0.00235759880447668,Inf,-20.367308091318,3.26118427731185e-92
Genetic variance,2 - 200,Chr,2X,2,3,CV,R,-0.0530581436495488,0.00235759880447668,Inf,-22.505162264589,3.69457422447273e-112
Genetic variance,2 - 200,Peri,2X,2,3,CV,R,-0.052275852013228,0.00235759880447671,Inf,-22.1733451484469,6.21180585611742e-109
Genetic variance,2 - 200,WT,2X,2,3,CV,R,-0.0452333953191091,0.00235759880447668,Inf,-19.1862140552576,4.82538737314323e-82
Genetic variance,2 - 200,Chr,20X,8,3,CV,R,-0.0417289683703805,0.00235759880447668,Inf,-17.6997749961293,4.20985767580315e-70
Genetic variance,2 - 200,Peri,20X,8,3,CV,R,-0.0355139334069056,0.00235759880447669,Inf,-15.0636034169472,2.81041880303373e-51
Genetic variance,2 - 200,WT,20X,8,3,CV,R,-0.0269338255062686,0.00235759880447669,Inf,-11.4242616068203,3.16332907270879e-30
Genetic variance,2 - 200,Chr,2X,8,3,CV,R,-0.0314278064834203,0.00235759880447669,Inf,-13.3304302766629,1.54006847636716e-40
Genetic variance,2 - 200,Peri,2X,8,3,CV,R,-0.0281273924874771,0.00235759880447674,Inf,-11.9305254286978,8.20539363818488e-33
Genetic variance,2 - 200,WT,2X,8,3,CV,R,-0.0274657578254948,0.00235759880447673,Inf,-11.6498862203957,2.29765389530286e-31
Genetic variance,2 - 200,Chr,20X,2,4,CV,R,-0.0778533764537215,0.00235759880447671,Inf,-33.0223175825718,3.88536934037311e-239
Genetic variance,2 - 200,Peri,20X,2,4,CV,R,-0.0735180088495239,0.00235759880447668,Inf,-31.1834264209523,1.78760955644647e-213
Genetic variance,2 - 200,WT,20X,2,4,CV,R,-0.0473156732873469,0.00235759880447668,Inf,-20.0694338652965,1.36551087440523e-89
Genetic variance,2 - 200,Chr,2X,2,4,CV,R,-0.0618506132753929,0.00235759880447669,Inf,-26.2345795043452,1.07191923796796e-151
Genetic variance,2 - 200,Peri,2X,2,4,CV,R,-0.059473471420378,0.00235759880447669,Inf,-25.2262901166423,2.06228199733675e-140
Genetic variance,2 - 200,WT,2X,2,4,CV,R,-0.048325651031944,0.00235759880447669,Inf,-20.4978264071825,2.25126817779696e-93
Genetic variance,2 - 200,Chr,20X,8,4,CV,R,-0.0643583333801988,0.0023575988044767,Inf,-27.2982550118335,4.44882631949731e-164
Genetic variance,2 - 200,Peri,20X,8,4,CV,R,-0.0516443362642454,0.00235759880447667,Inf,-21.9054811896671,2.30335165736063e-106
Genetic variance,2 - 200,WT,20X,8,4,CV,R,-0.0390432655828068,0.00235759880447669,Inf,-16.5606062866464,1.34234578000632e-61
Genetic variance,2 - 200,Chr,2X,8,4,CV,R,-0.0410470429765239,0.0023575988044767,Inf,-17.410529263326,6.86463607209721e-68
Genetic variance,2 - 200,Peri,2X,8,4,CV,R,-0.038725509036145,0.00235759880447673,Inf,-16.4258265497128,1.24969285963996e-60
Genetic variance,2 - 200,WT,2X,8,4,CV,R,-0.036021445217604,0.00235759880447671,Inf,-15.2788698183953,1.05758970099945e-52
Genetic variance,2 - 200,Chr,20X,2,5,CV,R,-0.0451933925246772,0.00235759880447675,Inf,-19.1692464548511,6.68703841745289e-82
Genetic variance,2 - 200,Peri,20X,2,5,CV,R,-0.0404696275864295,0.00235759880447669,Inf,-17.16561253322,4.80388235343122e-66
Genetic variance,2 - 200,WT,20X,2,5,CV,R,-0.026987725837721,0.0023575988044767,Inf,-11.4471239917817,2.43076985517955e-30
Genetic variance,2 - 200,Chr,2X,2,5,CV,R,-0.0329548720381838,0.00235759880447669,Inf,-13.9781509795509,2.11922563512541e-44
Genetic variance,2 - 200,Peri,2X,2,5,CV,R,-0.0350764598071843,0.0023575988044767,Inf,-14.8780444495389,4.57682575437031e-50
Genetic variance,2 - 200,WT,2X,2,5,CV,R,-0.0292460175130617,0.00235759880447669,Inf,-12.4050018423526,2.45507109640308e-35
Genetic variance,2 - 200,Chr,20X,8,5,CV,R,-0.0364560926643183,0.0023575988044767,Inf,-15.4632300436758,6.14388775697264e-54
Genetic variance,2 - 200,Peri,20X,8,5,CV,R,-0.0265215329325086,0.0023575988044767,Inf,-11.2493834329015,2.33216601372858e-29
Genetic variance,2 - 200,WT,20X,8,5,CV,R,-0.019102074653554,0.00235759880447669,Inf,-8.10234320499413,5.39106006671334e-16
Genetic variance,2 - 200,Chr,2X,8,5,CV,R,-0.0247678807733573,0.0023575988044767,Inf,-10.5055536702543,8.14434626343906e-26
Genetic variance,2 - 200,Peri,2X,8,5,CV,R,-0.0237240432299034,0.00235759880447673,Inf,-10.0627991432872,8.06714260507514e-24
Genetic variance,2 - 200,WT,2X,8,5,CV,R,-0.0195667104389584,0.00235759880447673,Inf,-8.29942329534785,1.04617988715095e-16
Genetic variance,2 - 200,Chr,20X,2,1,GW,R,-0.0345852530207373,0.00235759880447657,Inf,-14.6696939933408,1.00798611253343e-48
Genetic variance,2 - 200,Peri,20X,2,1,GW,R,-0.0340769450841454,0.00235759880447664,Inf,-14.4540899068322,2.36231613596588e-47
Genetic variance,2 - 200,WT,20X,2,1,GW,R,-0.0311998001131966,0.00235759880447665,Inf,-13.2337190084903,5.60441247158564e-40
Genetic variance,2 - 200,Chr,2X,2,1,GW,R,-0.0350074645872341,0.00235759880447666,Inf,-14.8487794109672,7.08468571023239e-50
Genetic variance,2 - 200,Peri,2X,2,1,GW,R,-0.0297041722825142,0.00235759880447666,Inf,-12.5993329425309,2.12937732103052e-36
Genetic variance,2 - 200,WT,2X,2,1,GW,R,-0.0282417992558355,0.00235759880447669,Inf,-11.9790522468068,4.57524179825241e-33
Genetic variance,2 - 200,Chr,20X,8,1,GW,R,-0.033347874659913,0.00235759880447664,Inf,-14.1448471201256,2.00952884918264e-45
Genetic variance,2 - 200,Peri,20X,8,1,GW,R,-0.0248425416111907,0.00235759880447666,Inf,-10.5372218394492,5.8192598272826e-26
Genetic variance,2 - 200,WT,20X,8,1,GW,R,-0.0213343492153903,0.00235759880447666,Inf,-9.04918562686754,1.44038535239307e-19
Genetic variance,2 - 200,Chr,2X,8,1,GW,R,-0.0246946758025525,0.00235759880447668,Inf,-10.4745030221688,1.13130244384797e-25
Genetic variance,2 - 200,Peri,2X,8,1,GW,R,-0.0204751960230512,0.00235759880447667,Inf,-8.68476688407387,3.79519887939667e-18
Genetic variance,2 - 200,WT,2X,8,1,GW,R,-0.0169568484956562,0.0023575988044767,Inf,-7.19242326703672,6.36513415074745e-13
