response,contrast,Recombination,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,Chr - WT,2X,200,8,4,GW,DV,0.0228796660399923,0.00628011413484598,Inf,3.64319271094798,0.000786848423122266
Genetic variance,Peri - WT,2X,200,8,4,GW,DV,0.0248776932075752,0.00628011413484614,Inf,3.96134412104673,0.000219940980983879
Genetic variance,Chr - WT,20X,2,2,5,GW,DV,0.0316217420605089,0.00628011413484602,Inf,5.03521773355226,1.42805620173547e-06
Genetic variance,Peri - WT,20X,2,2,5,GW,DV,0.0278194644308024,0.00628011413484605,Inf,4.42977051586411,2.80801408694131e-05
Genetic variance,Peri - WT,2X,2,2,5,GW,DV,0.0199956226911448,0.00628011413484602,Inf,3.18395848575371,0.00414821336235993
Genetic variance,Chr - Peri,20X,200,2,5,GW,DV,-0.0305460753230914,0.00628011413484604,Inf,-4.86393633415076,3.43951364167872e-06
Genetic variance,Peri - WT,20X,200,2,5,GW,DV,0.0430698350635702,0.00628011413484605,Inf,6.8581293490498,2.09534611883555e-11
Genetic variance,Chr - WT,20X,200,8,5,GW,DV,0.036444151461097,0.00628011413484603,Inf,5.80310336381977,1.95179237216792e-08
Genetic variance,Peri - WT,20X,200,8,5,GW,DV,0.0359448119186789,0.00628011413484605,Inf,5.72359214289343,3.12664394375162e-08
Genetic variance,Chr - WT,20X,200,8,1,CV,R,0.0174274781352886,0.00628011413484611,Inf,2.77502570193584,0.0152462821724623
Genetic variance,Chr - WT,20X,200,2,2,CV,R,0.0242868743722625,0.00628011413484603,Inf,3.86726639847254,0.000323987737858578
Genetic variance,Peri - WT,20X,200,2,2,CV,R,0.0271578384129814,0.00628011413484603,Inf,4.32441796914049,4.54568966667956e-05
Genetic variance,Chr - WT,2X,200,2,2,CV,R,0.0166562449466152,0.00628011413484606,Inf,2.65222010125513,0.0218017338622809
Genetic variance,Peri - WT,2X,200,2,2,CV,R,0.0194930020302542,0.00628011413484606,Inf,3.10392480322844,0.00542357973204
Genetic variance,Chr - WT,20X,200,8,2,CV,R,0.0287865314765402,0.00628011413484605,Inf,4.58375928501273,1.36184878735124e-05
Genetic variance,Peri - WT,20X,200,8,2,CV,R,0.0165287257613349,0.006280114134846,Inf,2.63191486753771,0.0230954539280606
Genetic variance,Chr - WT,20X,200,2,3,CV,R,0.0284517257110054,0.00628011413484603,Inf,4.53044723393439,1.75417204838491e-05
Genetic variance,Peri - WT,20X,200,2,3,CV,R,0.0229364015205741,0.00628011413484609,Inf,3.65222685895282,0.000759927698103513
Genetic variance,Chr - WT,2X,200,2,3,CV,R,0.019753470252029,0.00628011413484601,Inf,3.14539988093917,0.00472391783024595
Genetic variance,Chr - WT,20X,200,8,3,CV,R,0.0291541563175322,0.00628011413484606,Inf,4.64229720854378,1.0280587824707e-05
Genetic variance,Peri - WT,20X,200,8,3,CV,R,0.0222235966394557,0.00628011413484618,Inf,3.53872495981317,0.00116993192667869
Genetic variance,Chr - WT,20X,200,2,4,CV,R,0.0508780736895261,0.00628011413484605,Inf,8.10145685206935,3.90798504668055e-14
Genetic variance,Peri - WT,20X,200,2,4,CV,R,0.0450508810043792,0.00628011413484609,Inf,7.1735767912892,2.21378471110256e-12
Genetic variance,Chr - Peri,2X,200,2,4,CV,R,0.0169766783665674,0.00628011413484612,Inf,2.70324360386539,0.0188265254075314
Genetic variance,Chr - WT,2X,200,2,4,CV,R,0.0337700435997797,0.00628011413484605,Inf,5.3772977488422,2.26516262413767e-07
Genetic variance,Peri - WT,2X,200,2,4,CV,R,0.0167933652332123,0.00628011413484608,Inf,2.67405414497677,0.020481675398611
Genetic variance,Chr - Peri,20X,200,8,4,CV,R,0.0241977642083164,0.00628011413484612,Inf,3.85307713980094,0.000343218989618865
Genetic variance,Chr - WT,20X,200,8,4,CV,R,0.0540492109883954,0.00628011413484603,Inf,8.60640584356522,2.65343302885412e-14
Genetic variance,Peri - WT,20X,200,8,4,CV,R,0.0298514467800791,0.00628011413484611,Inf,4.75332870376416,5.97596726648053e-06
Genetic variance,Chr - WT,2X,200,8,4,CV,R,0.0264147220129248,0.00628011413484603,Inf,4.20608948273078,7.70780699922424e-05
Genetic variance,Chr - Peri,20X,200,8,5,CV,R,0.0148607715203942,0.00628011413484611,Inf,2.36632188544745,0.0472054742206182
Genetic variance,Chr - WT,20X,200,8,5,CV,R,0.031202243637038,0.00628011413484609,Inf,4.96841983554216,2.01884901684934e-06
Genetic variance,Peri - WT,20X,200,8,5,CV,R,0.0163414721166438,0.0062801141348461,Inf,2.60209795009469,0.0251163166275221
Genetic variance,Peri - WT,2X,2,2,1,GW,R,0.016374708614501,0.00628011413484603,Inf,2.60739028987447,0.0247467917543671
Genetic variance,Chr - WT,20X,200,8,1,GW,R,0.0214376400275363,0.00628011413484613,Inf,3.41357490759386,0.00185489886382295
Genetic variance,Chr - WT,20X,2,2,2,GW,R,0.0201174758459868,0.00628011413484603,Inf,3.20336150172213,0.00388341198325826
Genetic variance,Peri - WT,20X,2,2,2,GW,R,0.018707190609056,0.00628011413484605,Inf,2.97879787013052,0.00814099974811922
Genetic variance,Chr - WT,20X,200,2,2,GW,R,0.0233812291381946,0.00628011413484602,Inf,3.72305799483179,0.00057678788729687
Genetic variance,Peri - WT,20X,200,2,2,GW,R,0.0289774353192893,0.00628011413484599,Inf,4.61415743362122,1.17733362319239e-05
Genetic variance,Chr - WT,2X,200,2,2,GW,R,0.0177233808190563,0.00628011413484609,Inf,2.82214310735464,0.0132370326105561
Genetic variance,Chr - WT,20X,2,8,2,GW,R,0.0224508109467398,0.00628011413484606,Inf,3.57490492444531,0.00102101626202067
Genetic variance,Peri - WT,20X,2,8,2,GW,R,0.0161837472222752,0.00628011413484599,Inf,2.57698297750318,0.0269359632624244
Genetic variance,Chr - WT,20X,200,8,2,GW,R,0.0294453674642034,0.00628011413484599,Inf,4.68866756749246,8.20835207659965e-06
Genetic variance,Peri - WT,20X,200,8,2,GW,R,0.0251684184125931,0.00628011413484597,Inf,4.0076371021576,0.000181191077811227
Genetic variance,Chr - Peri,2X,2,2,3,GW,R,0.019269179730064,0.00628011413484607,Inf,3.0682849572982,0.00609857044067708
Genetic variance,Chr - WT,2X,2,2,3,GW,R,0.0240647354250386,0.00628011413484609,Inf,3.83189459750613,0.000373934684179345
Genetic variance,Chr - WT,20X,200,2,3,GW,R,0.0257469451433002,0.00628011413484604,Inf,4.09975751880684,0.000122438325151242
Genetic variance,Peri - WT,20X,200,2,3,GW,R,0.0164260680210119,0.0062801141348461,Inf,2.61556839068729,0.0241850682756488
Genetic variance,Chr - WT,20X,2,8,3,GW,R,0.0173079853607397,0.00628011413484614,Inf,2.75599853587116,0.0161312808932916
Genetic variance,Chr - Peri,20X,200,8,3,GW,R,0.0158624442907958,0.00628011413484613,Inf,2.52582102015961,0.0309984455190994
Genetic variance,Chr - WT,20X,200,8,3,GW,R,0.0538068710220153,0.00628011413484613,Inf,8.56781737826387,2.69784194983913e-14
Genetic variance,Peri - WT,20X,200,8,3,GW,R,0.0379444267312194,0.00628011413484652,Inf,6.04199635810389,4.56494098077798e-09
Genetic variance,Chr - WT,2X,200,8,3,GW,R,0.020746820200139,0.00628011413484646,Inf,3.3035737495631,0.00274560776125599
Genetic variance,Chr - WT,20X,2,2,4,GW,R,0.0215958010420435,0.00628011413484608,Inf,3.4387593248053,0.0016927269888477
Genetic variance,Chr - WT,20X,200,2,4,GW,R,0.0333675894468647,0.00628011413484606,Inf,5.31321385732786,3.2260946969398e-07
Genetic variance,Peri - WT,20X,200,2,4,GW,R,0.0293155576166177,0.0062801141348461,Inf,4.66799758525983,9.07709671815748e-06
Genetic variance,Chr - WT,2X,200,2,4,GW,R,0.038032191217635,0.00628011413484603,Inf,6.05597134080868,4.185741642182e-09
Genetic variance,Peri - WT,2X,200,2,4,GW,R,0.0519867060257152,0.00628011413484624,Inf,8.27798745523724,3.30846461338297e-14
Genetic variance,Chr - Peri,20X,200,8,4,GW,R,0.0331325672554269,0.00628011413484619,Inf,5.27579062163627,3.95874264591534e-07
Genetic variance,Chr - WT,20X,200,8,4,GW,R,0.0854560839828817,0.0062801141348461,Inf,13.6074093795074,0
Genetic variance,Peri - WT,20X,200,8,4,GW,R,0.0523235167274548,0.00628011413484625,Inf,8.33161875787083,3.1863400806742e-14
Genetic variance,Chr - WT,2X,200,8,4,GW,R,0.0230339760710095,0.00628011413484648,Inf,3.66776392537212,0.000715629802922391
Genetic variance,Peri - WT,20X,200,2,5,GW,R,0.0164649285978273,0.00628011413484614,Inf,2.62175626816545,0.0237674489042304
Genetic variance,Chr - WT,2X,200,2,5,GW,R,0.0158867167486111,0.00628011413484614,Inf,2.5296859909697,0.0306741201565128
Genetic variance,Chr - WT,20X,200,8,5,GW,R,0.0320170568006277,0.00628011413484615,Inf,5.09816479655622,1.02641696231309e-06
Genetic variance,Peri - WT,20X,200,8,5,GW,R,0.0191483975435817,0.00628011413484631,Inf,3.04905247459334,0.00649361476046328
