response,contrast,Recombination,QTL,H2,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,Chr - WT,20X,200,8,5,CV,DV,0.0133560411090923,0.00235759880447669,Inf,5.66510344496755,4.4045734948206e-08
Genetic variance,Peri - WT,20X,200,8,5,CV,DV,0.00818284314159568,0.0023575988044767,Inf,3.47083783977909,0.00150514555547987
Genetic variance,Chr - Peri,20X,200,2,1,GW,DV,-0.00727889302940444,0.00235759880447666,Inf,-3.08741801852933,0.00572729256749593
Genetic variance,Chr - WT,20X,200,2,1,GW,DV,0.00998739977508224,0.00235759880447668,Inf,4.23625926350059,6.74568335057302e-05
Genetic variance,Peri - WT,20X,200,2,1,GW,DV,0.0172662928044867,0.00235759880447669,Inf,7.32367728202987,7.44848627221018e-13
Genetic variance,Chr - WT,20X,200,8,1,GW,DV,0.0131313151605032,0.00235759880447664,Inf,5.56978360167525,7.64430304611707e-08
Genetic variance,Peri - WT,20X,200,8,1,GW,DV,0.0103352817974685,0.00235759880447668,Inf,4.38381703360365,3.46921158311808e-05
Genetic variance,Chr - WT,20X,2,2,2,GW,DV,0.0129301695892832,0.0023575988044767,Inf,5.48446562016021,1.24274169954752e-07
Genetic variance,Peri - WT,20X,2,2,2,GW,DV,0.0131510565779474,0.00235759880447668,Inf,5.57815712875987,7.2854902999353e-08
Genetic variance,Chr - WT,2X,2,2,2,GW,DV,0.00797578324964283,0.00235759880447669,Inf,3.3830112377467,0.00207095459645801
Genetic variance,Peri - WT,2X,2,2,2,GW,DV,0.010896947665041,0.00235759880447668,Inf,4.62205344028406,1.13347341159642e-05
Genetic variance,Chr - Peri,20X,200,2,2,GW,DV,-0.00685015666343903,0.00235759880447668,Inf,-2.90556503949347,0.0102498527500879
Genetic variance,Chr - WT,20X,200,2,2,GW,DV,0.0180722518606722,0.00235759880447671,Inf,7.6655331799269,7.16093850883226e-14
Genetic variance,Peri - WT,20X,200,2,2,GW,DV,0.0249224085241112,0.00235759880447668,Inf,10.5710982194205,2.89768209427166e-14
Genetic variance,Chr - WT,2X,200,2,2,GW,DV,0.00891604542945044,0.0023575988044767,Inf,3.78183319932141,0.000457092003069204
Genetic variance,Peri - WT,2X,200,2,2,GW,DV,0.00977785874822206,0.00235759880447666,Inf,4.14738026234814,9.96548757254967e-05
Genetic variance,Chr - WT,20X,200,8,2,GW,DV,0.0182143041318048,0.00235759880447669,Inf,7.72578612494155,5.08482145278322e-14
Genetic variance,Peri - WT,20X,200,8,2,GW,DV,0.0146657471896736,0.00235759880447668,Inf,6.22062887113184,1.48515899578427e-09
Genetic variance,Chr - WT,2X,200,8,2,GW,DV,0.0059264349980155,0.00235759880447675,Inf,2.51375890875158,0.0320296669673987
Genetic variance,Peri - WT,2X,200,8,2,GW,DV,0.00657118822145781,0.00235759880447666,Inf,2.78723767970203,0.0147011602630419
Genetic variance,Chr - Peri,20X,2,2,3,GW,DV,-0.0118514396095484,0.0023575988044767,Inf,-5.02691110423216,1.49123491877123e-06
Genetic variance,Chr - WT,20X,2,2,3,GW,DV,0.00867888883094017,0.00235759880447669,Inf,3.68124076686007,0.00067917083598068
Genetic variance,Peri - WT,20X,2,2,3,GW,DV,0.0205303284404885,0.00235759880447669,Inf,8.70815187109223,2.46469511466785e-14
Genetic variance,Chr - Peri,20X,200,2,3,GW,DV,-0.0157399665441074,0.00235759880447669,Inf,-6.6762701585273,7.3548278578528e-11
Genetic variance,Chr - WT,20X,200,2,3,GW,DV,0.0242646607457228,0.00235759880447669,Inf,10.2921076731326,3.14193115968919e-14
Genetic variance,Peri - WT,20X,200,2,3,GW,DV,0.0400046272898302,0.0023575988044767,Inf,16.9683778316599,0
Genetic variance,Chr - WT,2X,200,2,3,GW,DV,0.0143214655677234,0.00235759880447669,Inf,6.07459824823857,3.72772346324268e-09
Genetic variance,Peri - WT,2X,200,2,3,GW,DV,0.010819334364317,0.00235759880447666,Inf,4.58913295331377,1.32733334384794e-05
Genetic variance,Chr - WT,20X,200,8,3,GW,DV,0.0265177734675356,0.00235759880447668,Inf,11.2477888168177,5.32907051820075e-15
Genetic variance,Peri - WT,20X,200,8,3,GW,DV,0.0219395937484203,0.00235759880447667,Inf,9.30590637675961,3.05311331771918e-14
Genetic variance,Chr - WT,2X,200,8,3,GW,DV,0.0121431024656333,0.00235759880447664,Inf,5.15062293150803,7.77173192356706e-07
Genetic variance,Peri - WT,2X,200,8,3,GW,DV,0.00754983947949621,0.00235759880447665,Inf,3.20234276720892,0.00389692162575261
Genetic variance,Chr - Peri,20X,2,2,4,GW,DV,-0.00821997926458497,0.00235759880447668,Inf,-3.48658951174246,0.00142026154809327
Genetic variance,Peri - WT,20X,2,2,4,GW,DV,0.0116486539972227,0.00235759880447669,Inf,4.94089748226195,2.32543901856896e-06
Genetic variance,Chr - Peri,20X,200,2,4,GW,DV,-0.0201462027944515,0.00235759880447669,Inf,-8.54522099188256,2.75335310107039e-14
Genetic variance,Chr - WT,20X,200,2,4,GW,DV,0.024184107542076,0.00235759880447671,Inf,10.2579401958273,2.42028619368284e-14
Genetic variance,Peri - WT,20X,200,2,4,GW,DV,0.0443303103365275,0.00235759880447671,Inf,18.8031611877098,0
Genetic variance,Chr - WT,2X,200,2,4,GW,DV,0.00956849472844051,0.0023575988044767,Inf,4.05857634058496,0.00014603604932184
Genetic variance,Peri - WT,2X,200,2,4,GW,DV,0.0117302913403767,0.00235759880447669,Inf,4.97552480859035,1.94625982552488e-06
Genetic variance,Chr - Peri,20X,200,8,4,GW,DV,0.0164373216550562,0.00235759880447669,Inf,6.97206056596415,9.39293087753867e-12
Genetic variance,Chr - WT,20X,200,8,4,GW,DV,0.0463979326062045,0.00235759880447669,Inf,19.6801646311079,0
Genetic variance,Peri - WT,20X,200,8,4,GW,DV,0.0299606109511483,0.00235759880447669,Inf,12.7081040651438,0
Genetic variance,Chr - WT,2X,200,8,4,GW,DV,0.0118633177953319,0.00235759880447671,Inf,5.0319493600036,1.45260068828978e-06
Genetic variance,Peri - WT,2X,200,8,4,GW,DV,0.0113452894991777,0.0023575988044767,Inf,4.81222228210961,4.45976804386294e-06
Genetic variance,Chr - Peri,20X,2,2,5,GW,DV,-0.00838651071535495,0.0023575988044767,Inf,-3.55722555484432,0.00109143095296338
Genetic variance,Chr - WT,20X,2,2,5,GW,DV,0.0134703481184872,0.0023575988044767,Inf,5.7135879492767,3.31617258098049e-08
Genetic variance,Peri - WT,20X,2,2,5,GW,DV,0.0218568588338422,0.00235759880447669,Inf,9.27081350412106,3.21964677141295e-14
Genetic variance,Chr - Peri,2X,2,2,5,GW,DV,-0.0067834389592047,0.0023575988044767,Inf,-2.87726603284836,0.0111877185042983
Genetic variance,Peri - WT,2X,2,2,5,GW,DV,0.0117152700962507,0.00235759880447669,Inf,4.96915339200433,2.01123545329196e-06
Genetic variance,Chr - Peri,20X,200,2,5,GW,DV,-0.0073845316952447,0.0023575988044767,Inf,-3.13222575495995,0.0049367051984297
Genetic variance,Chr - WT,20X,200,2,5,GW,DV,0.0160113186364394,0.0023575988044767,Inf,6.79136696457283,3.33448824108018e-11
Genetic variance,Peri - WT,20X,200,2,5,GW,DV,0.0233958503316841,0.0023575988044767,Inf,9.92359271953278,2.64233079860787e-14
Genetic variance,Chr - WT,2X,200,2,5,GW,DV,0.0102813732699005,0.00235759880447668,Inf,4.36095117217481,3.85114758626459e-05
Genetic variance,Peri - WT,2X,200,2,5,GW,DV,0.0116799021514353,0.00235759880447668,Inf,4.95415171116354,2.17257843104779e-06
Genetic variance,Chr - WT,20X,200,8,5,GW,DV,0.0213114847628887,0.00235759880447667,Inf,9.03948743205245,1.93178806284777e-14
Genetic variance,Peri - WT,20X,200,8,5,GW,DV,0.0173116255749063,0.00235759880447669,Inf,7.34290564706529,6.47593090263854e-13
Genetic variance,Chr - WT,2X,200,8,5,GW,DV,0.00845276216772478,0.0023575988044767,Inf,3.58532679592234,0.000981511815202563
Genetic variance,Peri - WT,2X,200,8,5,GW,DV,0.00626370755553069,0.0023575988044767,Inf,2.65681656422498,0.0215178200166521
Genetic variance,Chr - WT,20X,200,2,1,CV,R,0.0106002033225678,0.00235759880447672,Inf,4.49618624782113,2.06105596628481e-05
Genetic variance,Peri - WT,20X,200,2,1,CV,R,0.00558528085505784,0.00235759880447668,Inf,2.36905483852993,0.0468769236586417
Genetic variance,Chr - WT,20X,200,8,1,CV,R,0.00862842478636538,0.00235759880447666,Inf,3.65983591863956,0.000737923049886513
Genetic variance,Chr - Peri,20X,200,2,2,CV,R,0.00624775145107746,0.0023575988044767,Inf,2.65004861692922,0.0219369962666182
Genetic variance,Chr - WT,20X,200,2,2,CV,R,0.0194393213288426,0.0023575988044767,Inf,8.24538988225245,3.43058914609173e-14
Genetic variance,Peri - WT,20X,200,2,2,CV,R,0.0131915698777652,0.0023575988044767,Inf,5.59534126532322,6.59959982218794e-08
Genetic variance,Chr - Peri,2X,200,2,2,CV,R,0.00636621342299369,0.0023575988044767,Inf,2.70029549171185,0.0189881866595452
Genetic variance,Chr - WT,2X,200,2,2,CV,R,0.00929550131490507,0.00235759880447668,Inf,3.94278335111746,0.000237572092756877
Genetic variance,Chr - WT,20X,200,8,2,CV,R,0.0121095395559055,0.00235759880447669,Inf,5.13638687503214,8.38334585528955e-07
Genetic variance,Peri - WT,20X,200,8,2,CV,R,0.0072588385572413,0.00235759880447669,Inf,3.07891170603666,0.00588975120285462
Genetic variance,Chr - WT,2X,200,8,2,CV,R,0.00757587354883618,0.00235759880447668,Inf,3.21338538790013,0.00375274653506907
Genetic variance,Chr - Peri,20X,200,2,3,CV,R,0.0144412914600137,0.00235759880447669,Inf,6.12542364400257,2.71248457028861e-09
Genetic variance,Chr - WT,20X,200,2,3,CV,R,0.0233386148450799,0.00235759880447669,Inf,9.89931569390168,2.73114864057789e-14
Genetic variance,Peri - WT,20X,200,2,3,CV,R,0.0088973233850662,0.0023575988044767,Inf,3.77389204989909,0.000471778651288335
Genetic variance,Chr - WT,2X,200,2,3,CV,R,0.00782474833043962,0.00235759880447669,Inf,3.31894820933135,0.00260105848187608
Genetic variance,Peri - WT,2X,200,2,3,CV,R,0.00704245669411865,0.00235759880447668,Inf,2.98713109318949,0.00792764762623599
Genetic variance,Chr - Peri,20X,200,8,3,CV,R,0.00621503496347472,0.0023575988044767,Inf,2.63617157918191,0.0228188314604302
Genetic variance,Chr - WT,20X,200,8,3,CV,R,0.0147951428641117,0.00235759880447668,Inf,6.27551338930875,1.04524477961832e-09
Genetic variance,Peri - WT,20X,200,8,3,CV,R,0.00858010790063695,0.00235759880447669,Inf,3.63934181012679,0.000798591951644334
Genetic variance,Chr - WT,20X,200,2,4,CV,R,0.0305377031663728,0.00235759880447669,Inf,12.9528837172749,0
Genetic variance,Peri - WT,20X,200,2,4,CV,R,0.0262023355621773,0.00235759880447668,Inf,11.113992555656,1.13242748511766e-14
Genetic variance,Chr - WT,2X,200,2,4,CV,R,0.0135249622434496,0.00235759880447667,Inf,5.73675309716313,2.89327806157758e-08
Genetic variance,Peri - WT,2X,200,2,4,CV,R,0.0111478203884339,0.00235759880447668,Inf,4.72846370945986,6.75501907310139e-06
Genetic variance,Chr - Peri,20X,200,8,4,CV,R,0.0127139971159532,0.00235759880447668,Inf,5.39277382216665,2.07849925937254e-07
Genetic variance,Chr - WT,20X,200,8,4,CV,R,0.0253150677973918,0.0023575988044767,Inf,10.7376487251871,2.88657986402541e-14
Genetic variance,Peri - WT,20X,200,8,4,CV,R,0.0126010706814386,0.00235759880447668,Inf,5.34487490302052,2.71030788367987e-07
Genetic variance,Chr - WT,20X,200,2,5,CV,R,0.0182056666869536,0.00235759880447671,Inf,7.72212246306874,5.24025267623074e-14
Genetic variance,Peri - WT,20X,200,2,5,CV,R,0.0134819017487091,0.00235759880447669,Inf,5.71848854143853,3.22197676316804e-08
Genetic variance,Peri - WT,2X,200,2,5,CV,R,0.0058304422941224,0.0023575988044767,Inf,2.47304260718632,0.0357310305585904
Genetic variance,Chr - Peri,20X,200,8,5,CV,R,0.00993455973180966,0.0023575988044767,Inf,4.2138466107743,7.44868553743672e-05
Genetic variance,Chr - WT,20X,200,8,5,CV,R,0.0173540180107641,0.00235759880447668,Inf,7.36088683868168,5.6843418860808e-13
Genetic variance,Peri - WT,20X,200,8,5,CV,R,0.00741945827895443,0.00235759880447668,Inf,3.14704022790737,0.00469801587906948
Genetic variance,Chr - WT,20X,200,2,1,GW,R,0.00588412654069582,0.00235759880447668,Inf,2.49581333750376,0.0336183611029994
Genetic variance,Peri - WT,20X,200,2,1,GW,R,0.00673834885535727,0.00235759880447667,Inf,2.85814059735792,0.0118642130800235
Genetic variance,Chr - WT,2X,200,2,1,GW,R,0.00740346294651276,0.00235759880447667,Inf,3.14025564165322,0.0048059933754625
Genetic variance,Peri - WT,2X,200,2,1,GW,R,0.00665405415486317,0.00235759880447666,Inf,2.82238612533579,0.0132273103138536
Genetic variance,Chr - Peri,20X,200,8,1,GW,R,0.00851041682978711,0.00235759880447667,Inf,3.60978161917426,0.000894332975504897
Genetic variance,Chr - WT,20X,200,8,1,GW,R,0.0120104442232835,0.00235759880447668,Inf,5.09435456129251,1.04725631699942e-06
Genetic variance,Chr - WT,2X,200,8,1,GW,R,0.00773154458134411,0.00235759880447672,Inf,3.27941487188706,0.00298771590373159
Genetic variance,Chr - Peri,20X,2,2,2,GW,R,0.00808027273108878,0.00235759880447667,Inf,3.42733153569036,0.0017646175031748
Genetic variance,Chr - WT,20X,2,2,2,GW,R,0.00760408779737174,0.00235759880447668,Inf,3.225352754223,0.0036020154690658
Genetic variance,Peri - WT,2X,2,2,2,GW,R,0.00657820508894128,0.00235759880447668,Inf,2.79021395686594,0.0145709489046544
Genetic variance,Chr - WT,20X,200,2,2,GW,R,0.0182585230964431,0.00235759880447672,Inf,7.74454205769572,4.61852778244065e-14
Genetic variance,Peri - WT,20X,200,2,2,GW,R,0.0169086935985174,0.00235759880447669,Inf,7.17199786766541,2.23931984066894e-12
Genetic variance,Chr - WT,2X,200,2,2,GW,R,0.00776907717337232,0.00235759880447667,Inf,3.29533471030788,0.002826072826423
Genetic variance,Chr - WT,20X,200,8,2,GW,R,0.0190782293929206,0.00235759880447674,Inf,8.09222899023098,3.90798504668055e-14
Genetic variance,Peri - WT,20X,200,8,2,GW,R,0.0145017481035214,0.00235759880447673,Inf,6.15106695676329,2.30826768810033e-09
Genetic variance,Chr - WT,20X,2,2,3,GW,R,0.00729941068570729,0.00235759880447669,Inf,3.09612079538169,0.0055652973686342
Genetic variance,Peri - WT,20X,2,2,3,GW,R,0.0080642896975444,0.00235759880447669,Inf,3.42055216614109,0.00180858870072353
Genetic variance,Chr - WT,20X,200,2,3,GW,R,0.0204389350040804,0.00235759880447669,Inf,8.6693863965617,2.52020626589911e-14
Genetic variance,Peri - WT,20X,200,2,3,GW,R,0.023619955583265,0.0023575988044767,Inf,10.0186492877476,2.33146835171283e-14
Genetic variance,Peri - WT,2X,200,2,3,GW,R,0.00859996793402338,0.00235759880447668,Inf,3.64776564939441,0.000773112304225609
Genetic variance,Chr - Peri,20X,200,8,3,GW,R,0.0115133981332383,0.00235759880447667,Inf,4.88352730387221,3.11503350913789e-06
Genetic variance,Chr - WT,20X,200,8,3,GW,R,0.0288655179596481,0.00235759880447668,Inf,12.2436090079607,0
Genetic variance,Peri - WT,20X,200,8,3,GW,R,0.0173521198264098,0.0023575988044767,Inf,7.36008170408846,5.71986902286881e-13
Genetic variance,Chr - WT,2X,200,8,3,GW,R,0.00964440389721499,0.00235759880447678,Inf,4.09077400230332,0.000127255533968862
Genetic variance,Peri - WT,2X,200,8,3,GW,R,0.00719340598543113,0.00235759880447676,Inf,3.05115780164625,0.00644926952624547
Genetic variance,Chr - WT,20X,2,2,4,GW,R,0.00565944630782996,0.00235759880447669,Inf,2.40051288500979,0.0432316542255633
Genetic variance,Chr - Peri,20X,200,2,4,GW,R,0.00882029784935085,0.00235759880447669,Inf,3.74122086955702,0.00053698187871265
Genetic variance,Chr - WT,20X,200,2,4,GW,R,0.0301726711038751,0.00235759880447671,Inf,12.7980515796759,0
Genetic variance,Peri - WT,20X,200,2,4,GW,R,0.0213523732545243,0.00235759880447671,Inf,9.05683071011888,3.99680288865056e-14
Genetic variance,Chr - Peri,2X,200,2,4,GW,R,0.00715460618025095,0.00235759880447674,Inf,3.03470046161602,0.00680333690109714
Genetic variance,Chr - WT,2X,200,2,4,GW,R,0.0200786744423197,0.00235759880447667,Inf,8.51657814051902,2.78665979180914e-14
Genetic variance,Peri - WT,2X,200,2,4,GW,R,0.0129240682620688,0.00235759880447667,Inf,5.4818776789029,1.26105547559874e-07
Genetic variance,Chr - Peri,20X,200,8,4,GW,R,0.0120802760437736,0.00235759880447667,Inf,5.12397445266566,8.95431637948363e-07
Genetic variance,Chr - WT,20X,200,8,4,GW,R,0.041858849856722,0.00235759880447672,Inf,17.7548655764664,0
Genetic variance,Peri - WT,20X,200,8,4,GW,R,0.0297785738129485,0.00235759880447665,Inf,12.6308911238012,0
Genetic variance,Chr - Peri,2X,200,8,4,GW,R,0.00586364026788372,0.00235759880447683,Inf,2.4871238722845,0.0344115910164545
Genetic variance,Chr - WT,2X,200,8,4,GW,R,0.0145734440304425,0.00235759880447653,Inf,6.18147752822531,1.90464743976548e-09
Genetic variance,Peri - WT,2X,200,8,4,GW,R,0.00870980376255881,0.0023575988044769,Inf,3.69435365593992,0.000645368561615012
Genetic variance,Chr - Peri,2X,2,2,5,GW,R,0.00804436694355583,0.0023575988044767,Inf,3.41210172327917,0.00186481583928066
Genetic variance,Chr - WT,2X,2,2,5,GW,R,0.0118132079939914,0.00235759880447668,Inf,5.0106947677273,1.62242614842878e-06
Genetic variance,Chr - WT,20X,200,2,5,GW,R,0.0152905727239468,0.00235759880447671,Inf,6.48565510591216,2.65029775903258e-10
Genetic variance,Peri - WT,20X,200,2,5,GW,R,0.0183991875168619,0.00235759880447669,Inf,7.80420633142706,3.51940698806175e-14
Genetic variance,Chr - WT,2X,200,2,5,GW,R,0.00730234491444179,0.00235759880447669,Inf,3.09736537895075,0.00554247335552349
Genetic variance,Peri - WT,2X,200,2,5,GW,R,0.00576623293883659,0.00235759880447667,Inf,2.44580754277934,0.0384059136895478
Genetic variance,Chr - Peri,20X,200,8,5,GW,R,0.0118762281576151,0.00235759880447674,Inf,5.0374254241493,1.4117039026651e-06
Genetic variance,Chr - WT,20X,200,8,5,GW,R,0.020699618884148,0.00235759880447671,Inf,8.77995816966089,2.35367281220533e-14
Genetic variance,Peri - WT,20X,200,8,5,GW,R,0.00882339072653293,0.0023575988044767,Inf,3.74253274551155,0.000534208717307583
Genetic variance,Chr - WT,2X,200,8,5,GW,R,0.00755700922996046,0.00235759880447659,Inf,3.20538389127584,0.00385671935577148
Genetic variance,Peri - WT,2X,200,8,5,GW,R,0.00861123638505359,0.00235759880447672,Inf,3.65254527984242,0.000758994710161387
