response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,estimate,SE,df,z.ratio,p.value
genetic gain,2 - 200,Chr,2X,2,3,GW,-0.451436758901061,0.0685167863192269,Inf,-6.58870304858973,4.43685167654327e-11
genetic gain,2 - 200,Peri,2X,2,3,GW,-0.363199311204082,0.0685167863192274,Inf,-5.30088071428067,1.15245372073335e-07
genetic gain,2 - 200,WT,2X,2,3,GW,-0.450111222038803,0.0685167863192275,Inf,-6.56935688637941,5.05330362770471e-11
genetic gain,2 - 200,Chr,20X,8,3,GW,-1.23664712026748,0.0685167863192277,Inf,-18.0488196645096,8.05947137717896e-73
genetic gain,2 - 200,Peri,20X,8,3,GW,-1.3933674764452,0.0685167863192278,Inf,-20.3361475530001,6.15820287854789e-92
genetic gain,2 - 200,WT,20X,8,3,GW,-1.20159033191298,0.0685167863192276,Inf,-17.5371671157289,7.45523830250965e-69
genetic gain,2 - 200,Chr,2X,8,3,GW,-1.29135673630056,0.0685167863192274,Inf,-18.8473045172315,3.09201102745457e-79
genetic gain,2 - 200,Peri,2X,8,3,GW,-1.30775051144053,0.0685167863192274,Inf,-19.0865710681114,3.26510585875666e-81
genetic gain,2 - 200,WT,2X,8,3,GW,-1.3106212584631,0.0685167863192274,Inf,-19.1284695163134,1.46306830970172e-81
genetic gain,2 - 200,Peri,20X,2,4,GW,-0.166926180440717,0.0685167863192276,Inf,-2.43628152177174,0.0148391305749289
genetic gain,2 - 200,WT,20X,2,4,GW,-0.340049240124004,0.0685167863192276,Inf,-4.96300627031273,6.94103403739795e-07
genetic gain,2 - 200,Chr,2X,2,4,GW,-0.217987987229791,0.0685167863192277,Inf,-3.18152673148095,0.00146501002391497
genetic gain,2 - 200,Peri,2X,2,4,GW,-0.211538971897785,0.0685167863192276,Inf,-3.08740358767267,0.00201913257538349
genetic gain,2 - 200,WT,2X,2,4,GW,-0.311737279849384,0.0685167863192274,Inf,-4.54979424161789,5.36983975651449e-06
genetic gain,2 - 200,Chr,20X,8,4,GW,-0.618112473156482,0.0685167863192277,Inf,-9.02132902551243,1.85821075320084e-19
genetic gain,2 - 200,Peri,20X,8,4,GW,-0.793930339768268,0.0685167863192277,Inf,-11.5873843829927,4.77491976900992e-31
genetic gain,2 - 200,WT,20X,8,4,GW,-0.744702268105141,0.068516786319228,Inf,-10.8689024706367,1.62139521432305e-27
genetic gain,2 - 200,Chr,2X,8,4,GW,-0.787574355466445,0.0685167863192277,Inf,-11.4946190236805,1.40399084469932e-30
genetic gain,2 - 200,Peri,2X,8,4,GW,-0.712155913584581,0.0685167863192281,Inf,-10.3938896121975,2.64347892624638e-25
genetic gain,2 - 200,WT,2X,8,4,GW,-0.799482861608277,0.0685167863192276,Inf,-11.668423236948,1.84816873697071e-31
