response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,2 - 8,20X,WT,200,4,CV,DV,0.0528645883626783,0.00628011413484606,Inf,8.41777509573464,3.83701491306396e-17
Genetic variance,2 - 8,2X,WT,200,4,CV,DV,0.0378508094133243,0.00628011413484603,Inf,6.02708941280288,1.6693865947148e-09
Genetic variance,2 - 8,20X,Chr,200,5,CV,DV,0.0207798389055296,0.00628011413484604,Inf,3.30883140964428,0.000936862326028497
Genetic variance,2 - 8,2X,Chr,200,5,CV,DV,0.0302302447286724,0.00628011413484602,Inf,4.81364575222224,1.48201420926083e-06
Genetic variance,2 - 8,20X,Peri,200,5,CV,DV,0.0262984146005078,0.00628011413484605,Inf,4.18756953071721,2.81957655014873e-05
Genetic variance,2 - 8,2X,Peri,200,5,CV,DV,0.0240925790327639,0.00628011413484602,Inf,3.83632821242581,0.00012488748170376
Genetic variance,2 - 8,20X,WT,200,5,CV,DV,0.0212533681627794,0.00628011413484602,Inf,3.38423278724385,0.000713774584683723
Genetic variance,2 - 8,2X,WT,200,5,CV,DV,0.0233804636993951,0.00628011413484601,Inf,3.72293611188778,0.000196919363618262
Genetic variance,2 - 8,20X,Chr,2,1,GW,DV,0.0168387832941801,0.00628011413484614,Inf,2.68128618885246,0.00733397645019585
Genetic variance,2 - 8,20X,Peri,2,1,GW,DV,0.0212649359280983,0.00628011413484587,Inf,3.38607475461434,0.000709000670261135
Genetic variance,2 - 8,20X,WT,2,1,GW,DV,0.0125673204201269,0.00628011413484602,Inf,2.00112930279332,0.0453784572320556
Genetic variance,2 - 8,2X,WT,2,1,GW,DV,0.0127261282908395,0.00628011413484606,Inf,2.02641672071323,0.0427220989103641
Genetic variance,2 - 8,2X,Chr,200,1,GW,DV,0.0246617014173726,0.00628011413484605,Inf,3.92695114895029,8.60294456813982e-05
Genetic variance,2 - 8,20X,Peri,200,1,GW,DV,0.0229879355580713,0.00628011413484606,Inf,3.6604327667422,0.000251789618066926
Genetic variance,2 - 8,2X,Peri,200,1,GW,DV,0.0227762041129479,0.00628011413484603,Inf,3.62671818121445,0.000287046285105677
Genetic variance,2 - 8,20X,WT,200,1,GW,DV,0.0276038277634407,0.00628011413484609,Inf,4.39543409096293,1.1055160471758e-05
Genetic variance,2 - 8,2X,WT,200,1,GW,DV,0.0265114204683925,0.00628011413484609,Inf,4.22148704611756,2.42695904601316e-05
Genetic variance,2 - 8,20X,Chr,2,2,GW,DV,0.100609562809819,0.00628011413484599,Inf,16.0203398615918,9.2145259885566e-58
Genetic variance,2 - 8,2X,Chr,2,2,GW,DV,0.0785158187529268,0.00628011413484603,Inf,12.50229168882,7.25298332599395e-36
Genetic variance,2 - 8,20X,Peri,2,2,GW,DV,0.0957705221718658,0.00628011413484607,Inf,15.2498059932494,1.6512301097507e-52
Genetic variance,2 - 8,2X,Peri,2,2,GW,DV,0.090408292742664,0.00628011413484607,Inf,14.3959633219118,5.4855196226895e-47
Genetic variance,2 - 8,20X,WT,2,2,GW,DV,0.0588038657023038,0.00628011413484604,Inf,9.36350270706432,7.71361717198528e-21
Genetic variance,2 - 8,2X,WT,2,2,GW,DV,0.0689964413553154,0.00628011413484601,Inf,10.9864948110544,4.43829606959849e-28
Genetic variance,2 - 8,20X,Chr,200,2,GW,DV,0.0258878150603065,0.00628011413484601,Inf,4.12218862658318,3.75289697040866e-05
Genetic variance,2 - 8,2X,Chr,200,2,GW,DV,0.0365639926118374,0.00628011413484606,Inf,5.82218600279208,5.80828545212326e-09
Genetic variance,2 - 8,20X,Peri,200,2,GW,DV,0.0464163933186266,0.00628011413484609,Inf,7.39101110616427,1.45716446049947e-13
Genetic variance,2 - 8,2X,Peri,200,2,GW,DV,0.0404006889650301,0.00628011413484615,Inf,6.43311380932726,1.25015970831693e-10
Genetic variance,2 - 8,20X,WT,200,2,GW,DV,0.0402457106682617,0.00628011413484596,Inf,6.40843618509313,1.47019791665172e-10
Genetic variance,2 - 8,2X,WT,200,2,GW,DV,0.0446812864767816,0.00628011413484593,Inf,7.11472522909455,1.12136009151804e-12
Genetic variance,2 - 8,20X,Chr,2,3,GW,DV,0.073936931864408,0.00628011413484602,Inf,11.7731828238852,5.36610080305814e-32
Genetic variance,2 - 8,2X,Chr,2,3,GW,DV,0.0768712922861009,0.00628011413484605,Inf,12.2404291762104,1.89030427762122e-34
Genetic variance,2 - 8,20X,Peri,2,3,GW,DV,0.0902491001965683,0.00628011413484606,Inf,14.3706146510633,7.9125872377004e-47
Genetic variance,2 - 8,2X,Peri,2,3,GW,DV,0.0687994832056918,0.0062801141348461,Inf,10.9551326183625,6.27863350161942e-28
Genetic variance,2 - 8,20X,WT,2,3,GW,DV,0.0665655471932344,0.00628011413484607,Inf,10.5994167882852,2.99844223226835e-26
Genetic variance,2 - 8,2X,WT,2,3,GW,DV,0.0796212984087354,0.0062801141348461,Inf,12.6783202819429,7.79851797504534e-37
Genetic variance,2 - 8,20X,Chr,200,3,GW,DV,0.0288526752007536,0.00628011413484605,Inf,4.59429153375744,4.34221967673229e-06
Genetic variance,2 - 8,2X,Chr,200,3,GW,DV,0.0527576273770179,0.00628011413484603,Inf,8.40074340118842,4.4366091406646e-17
Genetic variance,2 - 8,20X,Peri,200,3,GW,DV,0.0475098615261289,0.00628011413484603,Inf,7.56512708304365,3.8748559605399e-14
Genetic variance,2 - 8,2X,Peri,200,3,GW,DV,0.0497978422809505,0.00628011413484601,Inf,7.92944860741318,2.2012102900737e-15
Genetic variance,2 - 8,20X,WT,200,3,GW,DV,0.0521057150792023,0.00628011413484608,Inf,8.29693759705522,1.06829457219956e-16
Genetic variance,2 - 8,2X,WT,200,3,GW,DV,0.0652355546535356,0.00628011413484614,Inf,10.387638385673,2.82255300773421e-25
Genetic variance,2 - 8,20X,Chr,2,4,GW,DV,0.0671571183699922,0.00628011413484604,Inf,10.6936143082754,1.09037251708773e-26
Genetic variance,2 - 8,2X,Chr,2,4,GW,DV,0.0668094711653404,0.00628011413484604,Inf,10.6382574792135,1.97793699709033e-26
Genetic variance,2 - 8,20X,Peri,2,4,GW,DV,0.0710087530671529,0.00628011413484606,Inf,11.3069207887722,1.21271053153446e-29
Genetic variance,2 - 8,2X,Peri,2,4,GW,DV,0.0708850889046657,0.00628011413484607,Inf,11.2872294010311,1.51744772950976e-29
Genetic variance,2 - 8,20X,WT,2,4,GW,DV,0.0614807816327979,0.00628011413484604,Inf,9.78975545868883,1.24596862125814e-22
Genetic variance,2 - 8,2X,WT,2,4,GW,DV,0.0610908740775889,0.00628011413484604,Inf,9.72766939674204,2.29797500475203e-22
Genetic variance,2 - 8,20X,Chr,200,4,GW,DV,-0.0184641117096523,0.00628011413484605,Inf,-2.94009174247355,0.00328115079998788
Genetic variance,2 - 8,2X,Chr,200,4,GW,DV,0.0224958427183879,0.00628011413484604,Inf,3.58207545840079,0.000340875293630651
Genetic variance,2 - 8,20X,Peri,200,4,GW,DV,0.0211401911506572,0.00628011413484604,Inf,3.36621129755557,0.000762083085642762
Genetic variance,2 - 8,2X,Peri,200,4,GW,DV,0.0337806121121529,0.00628011413484606,Inf,5.37898060239329,7.49087784173924e-08
Genetic variance,2 - 8,20X,WT,200,4,GW,DV,0.0365983773797415,0.00628011413484606,Inf,5.82766118479766,5.62095509070879e-09
Genetic variance,2 - 8,2X,WT,200,4,GW,DV,0.0476720080172515,0.0062801141348459,Inf,7.59094611875573,3.17578001543959e-14
Genetic variance,2 - 8,20X,Chr,2,5,GW,DV,0.0864419188568082,0.00628011413484599,Inf,13.7643866020164,4.17411976302518e-43
Genetic variance,2 - 8,2X,Chr,2,5,GW,DV,0.0712309122246593,0.00628011413484602,Inf,11.342295807878,8.09914099420423e-30
Genetic variance,2 - 8,20X,Peri,2,5,GW,DV,0.078966042468499,0.00628011413484605,Inf,12.5739820603491,2.93557081336063e-36
Genetic variance,2 - 8,2X,Peri,2,5,GW,DV,0.0745938534421286,0.00628011413484608,Inf,11.8777862695575,1.54402349480278e-32
Genetic variance,2 - 8,20X,WT,2,5,GW,DV,0.0626673803717647,0.00628011413484602,Inf,9.97870086851554,1.88924089075083e-23
Genetic variance,2 - 8,2X,WT,2,5,GW,DV,0.0600286937412515,0.00628011413484606,Inf,9.55853547440709,1.19434784232628e-21
Genetic variance,2 - 8,2X,Chr,200,5,GW,DV,0.0242214794641686,0.00628011413484605,Inf,3.85685338579637,0.000114856005244397
Genetic variance,2 - 8,20X,Peri,200,5,GW,DV,0.0396406101188911,0.00628011413484605,Inf,6.31208434555988,2.75302103780648e-10
Genetic variance,2 - 8,2X,Peri,200,5,GW,DV,0.0317897823317966,0.00628011413484604,Inf,5.06197525223417,4.14934896487874e-07
Genetic variance,2 - 8,20X,WT,200,5,GW,DV,0.0325155869739997,0.00628011413484603,Inf,5.17754713940353,2.24822148819064e-07
Genetic variance,2 - 8,2X,WT,200,5,GW,DV,0.0300759989632053,0.00628011413484598,Inf,4.78908477097971,1.67543697726226e-06
Genetic variance,2 - 8,20X,Chr,200,1,CV,R,0.017087764674094,0.00628011413484619,Inf,2.72093218485949,0.0065098114659158
Genetic variance,2 - 8,2X,Chr,200,1,CV,R,0.0319792132353788,0.00628011413484607,Inf,5.09213886065187,3.54046643406254e-07
Genetic variance,2 - 8,20X,Peri,200,1,CV,R,0.0276207771111562,0.00628011413484605,Inf,4.39813298263143,1.09186074154704e-05
Genetic variance,2 - 8,2X,Peri,200,1,CV,R,0.0323209368376544,0.00628011413484609,Inf,5.14655245807034,2.65317293743597e-07
Genetic variance,2 - 8,20X,WT,200,1,CV,R,0.0356861894196556,0.00628011413484615,Inf,5.68241096473797,1.32809057351049e-08
Genetic variance,2 - 8,2X,WT,200,1,CV,R,0.0306942403097822,0.00628011413484606,Inf,4.88752905611557,1.02109429068418e-06
Genetic variance,2 - 8,20X,Chr,200,2,CV,R,0.0481457266336534,0.00628011413484604,Inf,7.66637764853834,1.76921771654944e-14
Genetic variance,2 - 8,2X,Chr,200,2,CV,R,0.0572269490466151,0.00628011413484605,Inf,9.11240589228844,8.05749651200467e-20
Genetic variance,2 - 8,20X,Peri,200,2,CV,R,0.0632744963895776,0.00628011413484602,Inf,10.0753736366814,7.09904567046808e-24
Genetic variance,2 - 8,2X,Peri,200,2,CV,R,0.0618125188308087,0.00628011413484603,Inf,9.84257889324557,7.37945427004915e-23
Genetic variance,2 - 8,20X,WT,200,2,CV,R,0.0526453837379311,0.00628011413484606,Inf,8.38287053507851,5.16522792164308e-17
Genetic variance,2 - 8,2X,WT,200,2,CV,R,0.0467239785233845,0.00628011413484586,Inf,7.43998875181769,1.00693873738254e-13
Genetic variance,2 - 8,20X,Chr,200,3,CV,R,0.0711868345264584,0.00628011413484605,Inf,11.3352771936849,8.77538190964231e-30
Genetic variance,2 - 8,2X,Chr,200,3,CV,R,0.0635079227241596,0.00628011413484607,Inf,10.1125427596574,4.86060755576793e-24
Genetic variance,2 - 8,20X,Peri,200,3,CV,R,0.0726020700141036,0.00628011413484605,Inf,11.5606290674339,6.52291756800848e-31
Genetic variance,2 - 8,2X,Peri,200,3,CV,R,0.0577670187671672,0.00628011413484606,Inf,9.19840269249871,3.63309960859386e-20
Genetic variance,2 - 8,20X,WT,200,3,CV,R,0.0718892651329851,0.0062801141348461,Inf,11.4471271682942,2.43068080470757e-30
Genetic variance,2 - 8,2X,WT,200,3,CV,R,0.0567261017621631,0.00628011413484601,Inf,9.03265458941441,1.67556884443802e-19
Genetic variance,2 - 8,20X,Chr,200,4,CV,R,0.0450900219167643,0.00628011413484604,Inf,7.17980930737809,6.9808718269712e-13
Genetic variance,2 - 8,2X,Chr,200,4,CV,R,0.0537148570532065,0.00628011413484602,Inf,8.55316573868661,1.1975774720814e-17
Genetic variance,2 - 8,20X,Peri,200,4,CV,R,0.0634605934399338,0.00628011413484609,Inf,10.1050063863989,5.24921500753842e-24
Genetic variance,2 - 8,2X,Peri,200,4,CV,R,0.0506560503423096,0.00628011413484603,Inf,8.06610345841295,7.25773136297209e-16
Genetic variance,2 - 8,20X,WT,200,4,CV,R,0.0482611592156337,0.00628011413484605,Inf,7.68475829887393,1.53286111146458e-14
Genetic variance,2 - 8,2X,WT,200,4,CV,R,0.0463595354663515,0.00628011413484594,Inf,7.38195747257526,1.55979021044222e-13
Genetic variance,2 - 8,20X,Chr,200,5,CV,R,0.0191688421622535,0.00628011413484607,Inf,3.0523079279551,0.00227089011280055
Genetic variance,2 - 8,2X,Chr,200,5,CV,R,0.0312674135782606,0.00628011413484602,Inf,4.97879702611922,6.39806966145205e-07
Genetic variance,2 - 8,20X,Peri,200,5,CV,R,0.0333836358744301,0.00628011413484608,Inf,5.31576897451535,1.0620783331185e-07
Genetic variance,2 - 8,2X,Peri,200,5,CV,R,0.0410095239979558,0.00628011413484606,Inf,6.5300603010396,6.57432169928951e-11
Genetic variance,2 - 8,20X,WT,200,5,CV,R,0.0480148656933034,0.00628011413484607,Inf,7.64554029788827,2.08069774019412e-14
Genetic variance,2 - 8,2X,WT,200,5,CV,R,0.0463419454139036,0.00628011413484601,Inf,7.37915655971433,1.59295427135122e-13
Genetic variance,2 - 8,20X,Chr,2,1,GW,R,0.0210204838181241,0.00628011413484597,Inf,3.34714996682774,0.000816470274920506
Genetic variance,2 - 8,2X,Chr,2,1,GW,R,0.0174116413377735,0.00628011413484606,Inf,2.77250396472298,0.0055626841781721
Genetic variance,2 - 8,20X,Peri,2,1,GW,R,0.018061821461647,0.00628011413484605,Inf,2.87603394999282,0.004027063954665
Genetic variance,2 - 8,2X,Peri,2,1,GW,R,0.0248699776568374,0.00628011413484608,Inf,3.96011555249338,7.49135053818886e-05
Genetic variance,2 - 8,20X,WT,2,1,GW,R,0.0211775191721454,0.00628011413484606,Inf,3.3721551419964,0.000745824233362723
Genetic variance,2 - 8,20X,Chr,200,1,GW,R,0.0131017296684711,0.00628011413484607,Inf,2.08622477030701,0.0369582674786837
Genetic variance,2 - 8,2X,Chr,200,1,GW,R,0.0322469945089479,0.00628011413484607,Inf,5.13477841589233,2.82476636506852e-07
Genetic variance,2 - 8,20X,Peri,200,1,GW,R,0.0320585726951973,0.00628011413484606,Inf,5.10477548764855,3.31187476340294e-07
Genetic variance,2 - 8,2X,Peri,200,1,GW,R,0.0220764199806255,0.00628011413484618,Inf,3.51528961203604,0.000439274660480715
Genetic variance,2 - 8,20X,WT,200,1,GW,R,0.0342255688180549,0.00628011413484609,Inf,5.44983229335747,5.04173397210967e-08
Genetic variance,2 - 8,2X,WT,200,1,GW,R,0.0431756751842569,0.00628011413484613,Inf,6.87498256515601,6.19974410406421e-12
Genetic variance,2 - 8,20X,Chr,2,2,GW,R,0.0786724219326865,0.00628011413484601,Inf,12.5272280476819,5.29822811255117e-36
Genetic variance,2 - 8,2X,Chr,2,2,GW,R,0.0874846030240718,0.00628011413484609,Inf,13.9304160952508,4.13936919605182e-44
Genetic variance,2 - 8,20X,Peri,2,2,GW,R,0.0835292004202203,0.00628011413484603,Inf,13.3005863630324,2.29660157516678e-40
Genetic variance,2 - 8,2X,Peri,2,2,GW,R,0.0679026114233768,0.00628011413484611,Inf,10.8123212357892,3.00956739878079e-27
Genetic variance,2 - 8,20X,WT,2,2,GW,R,0.0810057570334396,0.00628011413484604,Inf,12.898771470405,4.57329856326982e-38
Genetic variance,2 - 8,2X,WT,2,2,GW,R,0.0787666052835105,0.00628011413484606,Inf,12.5422251239772,4.38507407966207e-36
Genetic variance,2 - 8,20X,Chr,200,2,GW,R,0.0402331199599521,0.00628011413484602,Inf,6.40643133167174,1.48965154408516e-10
Genetic variance,2 - 8,2X,Chr,200,2,GW,R,0.0520127661011176,0.00628011413484609,Inf,8.28213707335628,1.20984217419865e-16
Genetic variance,2 - 8,20X,Peri,200,2,GW,R,0.0501062751926572,0.00628011413484618,Inf,7.97856123579583,1.48048834863904e-15
Genetic variance,2 - 8,2X,Peri,200,2,GW,R,0.0499278293783175,0.00628011413484627,Inf,7.95014681361992,1.86290610971738e-15
Genetic variance,2 - 8,20X,WT,200,2,GW,R,0.0462972582859609,0.00628011413484594,Inf,7.37204090433249,1.68035437965339e-13
Genetic variance,2 - 8,2X,WT,200,2,GW,R,0.048429851988725,0.00628011413484602,Inf,7.71161971722866,1.24230844452312e-14
Genetic variance,2 - 8,20X,Chr,2,3,GW,R,0.0812126619496228,0.00628011413484605,Inf,12.9317175143368,2.98084638681166e-38
Genetic variance,2 - 8,2X,Chr,2,3,GW,R,0.0931484055027246,0.00628011413484608,Inf,14.8322790800692,9.06038055801774e-50
Genetic variance,2 - 8,20X,Peri,2,3,GW,R,0.0870556592416829,0.00628011413484614,Inf,13.8621141865307,1.07461799901957e-43
Genetic variance,2 - 8,2X,Peri,2,3,GW,R,0.0717863601426292,0.00628011413484615,Inf,11.4307413211349,2.93591562855199e-30
Genetic variance,2 - 8,20X,WT,2,3,GW,R,0.0857144137728456,0.0062801141348461,Inf,13.648543948787,2.05952581308276e-42
Genetic variance,2 - 8,2X,WT,2,3,GW,R,0.0721961011488775,0.0062801141348461,Inf,11.4959855185254,1.3819469993051e-30
Genetic variance,2 - 8,20X,Chr,200,3,GW,R,0.0406944169155011,0.0062801141348461,Inf,6.47988492592871,9.17925993246065e-11
Genetic variance,2 - 8,2X,Chr,200,3,GW,R,0.0421372557485459,0.00628011413484617,Inf,6.70963215696048,1.95115638101713e-11
Genetic variance,2 - 8,20X,Peri,200,3,GW,R,0.0472359840840087,0.00628011413484633,Inf,7.52151681796854,5.41443609125661e-14
Genetic variance,2 - 8,2X,Peri,200,3,GW,R,0.0495321790053475,0.00628011413484619,Inf,7.88714630686574,3.09174865605971e-15
Genetic variance,2 - 8,20X,WT,200,3,GW,R,0.0687543427942162,0.00628011413484619,Inf,10.9479447853857,6.79723565999237e-28
Genetic variance,2 - 8,2X,WT,200,3,GW,R,0.0514648687341364,0.00628011413484644,Inf,8.19489385528418,2.50814395342203e-16
Genetic variance,2 - 8,20X,Chr,2,4,GW,R,0.0791797386031221,0.00628011413484608,Inf,12.6080094888375,1.90749956245221e-36
Genetic variance,2 - 8,2X,Chr,2,4,GW,R,0.063561764239562,0.00628011413484605,Inf,10.1211160935565,4.45308384955596e-24
Genetic variance,2 - 8,20X,Peri,2,4,GW,R,0.06900367437893,0.0062801141348461,Inf,10.9876465454749,4.3820348308409e-28
Genetic variance,2 - 8,2X,Peri,2,4,GW,R,0.0722786229193704,0.00628011413484612,Inf,11.5091256890256,1.18675431216601e-30
Genetic variance,2 - 8,20X,WT,2,4,GW,R,0.0612236136464352,0.00628011413484606,Inf,9.74880588662039,1.86650782005103e-22
Genetic variance,2 - 8,2X,WT,2,4,GW,R,0.0686788773132088,0.00628011413484602,Inf,10.9359282074406,7.76076748263854e-28
Genetic variance,2 - 8,2X,Chr,200,4,GW,R,0.0377261912616773,0.00628011413484612,Inf,6.00724611872069,1.88700958833338e-09
Genetic variance,2 - 8,20X,Peri,200,4,GW,R,0.01749469474495,0.00628011413484616,Inf,2.78572878920751,0.00534075358058881
Genetic variance,2 - 8,2X,Peri,200,4,GW,R,0.0641366374884394,0.00628011413484645,Inf,10.2126547561556,1.74036773553827e-24
Genetic variance,2 - 8,20X,WT,200,4,GW,R,0.040502653855787,0.00628011413484614,Inf,6.4493499618187,1.12330904036338e-10
Genetic variance,2 - 8,2X,WT,200,4,GW,R,0.0227279761150517,0.00628011413484637,Inf,3.61903870328428,0.000295699415790771
Genetic variance,2 - 8,20X,Chr,2,5,GW,R,0.0786353113976048,0.00628011413484605,Inf,12.521318834205,5.70787636745707e-36
Genetic variance,2 - 8,2X,Chr,2,5,GW,R,0.07648329438319,0.00628011413484599,Inf,12.1786471934981,4.03926086077233e-34
Genetic variance,2 - 8,20X,Peri,2,5,GW,R,0.0780155062657681,0.00628011413484603,Inf,12.4226255432029,1.96988772994863e-35
Genetic variance,2 - 8,2X,Peri,2,5,GW,R,0.0720359723711822,0.00628011413484608,Inf,11.4704877689214,1.85610096525835e-30
Genetic variance,2 - 8,20X,WT,2,5,GW,R,0.0781021217067934,0.00628011413484602,Inf,12.4364175602214,1.65773577679837e-35
Genetic variance,2 - 8,2X,WT,2,5,GW,R,0.0842171422703764,0.0062801141348461,Inf,13.4101292527608,5.274681730787e-41
Genetic variance,2 - 8,2X,Chr,200,5,GW,R,0.0363064242093585,0.00628011413484602,Inf,5.78117267135443,7.41817018405305e-09
Genetic variance,2 - 8,20X,Peri,200,5,GW,R,0.0362883989868559,0.00628011413484613,Inf,5.77830246515814,7.54580667396918e-09
Genetic variance,2 - 8,2X,Peri,200,5,GW,R,0.0334245205293532,0.00628011413484579,Inf,5.32227915156735,1.02475156717947e-07
Genetic variance,2 - 8,20X,WT,200,5,GW,R,0.0389718679326103,0.00628011413484613,Inf,6.20559867158611,5.44890700408763e-10
Genetic variance,2 - 8,2X,WT,200,5,GW,R,0.0288591431608098,0.00628011413484598,Inf,4.59532144498479,4.32082655687548e-06
